Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,patr1_T1,patr1_T2,patr1_T3
Rho1,1519.330998,0.19914675,0.10688893,1.863118567,0.062445587,0.140387724,1365.025699,1359.17881,1517.292005,1785.900587,1402.495408,1686.093478
Taldo,248.6822939,-0.271155713,0.145533207,-1.863187918,0.062435832,0.140387724,292.8858782,240.4634674,282.3100838,245.8377355,224.9203162,205.6762822
kay,2907.210553,0.196161132,0.105327026,1.862400753,0.062546623,0.140580397,2493.080096,2531.33048,3104.41336,3276.535745,2817.148671,3220.754968
NO66,430.1956398,0.21983462,0.118055061,1.86213635,0.062583873,0.140629645,409.1526965,418.8718465,363.1126167,474.7659972,442.8932868,472.3773954
CG13995,7.050281269,-1.430856723,0.768508332,-1.861862342,0.062622496,0.140650845,12.4254615,8.618762273,9.975621337,5.202915038,6.078927466,0
Galt,127.8194846,-0.329285929,0.176859371,-1.861851743,0.062623991,0.140650845,133.1299446,147.3808349,146.6416337,111.8626733,113.7627854,114.1390357
sima,1479.690326,0.213473874,0.114695605,1.861221051,0.062712967,0.140781704,1188.406639,1431.576414,1492.352952,1416.493619,1553.600177,1795.712156
Edc3,656.1368158,-0.22103675,0.118756175,-1.861265313,0.062706719,0.140781704,638.1362012,721.3904023,760.1423459,545.0053502,586.1822913,685.9643038
ddbt,7.79707572,-1.295595875,0.696201559,-1.860949401,0.062751323,0.140798856,15.08806039,10.34251473,7.98049707,3.902186279,6.078927466,3.390268388
Arf79F,1077.577389,0.194746183,0.104642975,1.861053574,0.062736611,0.140798856,1025.988107,940.306964,1046.442678,1276.014913,1042.101851,1134.60982
Sf3b5,59.14121501,0.467737733,0.251411555,1.860446444,0.062822389,0.14088935,45.26418117,55.16007855,48.88054455,58.53279418,74.683966,72.32572561
CG17612,70.42317353,0.445683748,0.239552299,1.860486205,0.062816768,0.14088935,49.70184599,72.3976031,56.86104162,71.54008177,81.63131168,90.40715701
Gmer,70.22884256,0.434975862,0.233853327,1.860037086,0.062880279,0.14098469,58.57717563,67.22634573,52.87079309,79.34445433,72.94712959,90.40715701
Ppn,7.026366428,1.358840301,0.730613212,1.859862754,0.062904946,0.141005512,1.775065928,5.171257364,4.987810668,6.503643798,11.28943672,12.43098409
IntS14,85.56305334,0.390964143,0.210233681,1.859664644,0.062932987,0.141033886,71.00263713,75.845108,75.81472216,88.44955565,105.0786033,97.18769379
CG9018,124.2470973,0.346390382,0.186413217,1.858185743,0.063142642,0.141469145,102.0662909,105.1488997,121.7025803,119.6670459,139.8153317,157.0824353
CG3542,340.9956069,0.240147977,0.129256064,1.857924251,0.063179772,0.14151775,323.0619989,332.6842237,281.3125217,395.4215429,369.9461572,343.5471966
drl,49.62828217,-0.502581689,0.270551555,-1.857618927,0.063223149,0.141580319,61.23977452,61.19321214,51.87323095,44.22477782,40.81565584,38.42304173
mRpL37,200.1237219,0.288808926,0.155493697,1.857367412,0.0632589,0.141625785,163.3060654,199.0934085,178.5636219,196.4100427,224.9203162,238.4488766
Pect,397.7450036,0.293173971,0.157904864,1.856649401,0.063361051,0.141819852,316.8492682,316.3085754,438.9273388,529.3966051,417.7091587,367.2790754
r,1308.158406,-0.170034141,0.091600146,-1.856264959,0.063415801,0.141907753,1444.016133,1379.86384,1330.747886,1208.377018,1189.732947,1296.212614
sws,523.7392778,-0.231378316,0.124666186,-1.855982944,0.063455989,0.141928399,528.9696466,587.799587,580.5811618,424.0375756,459.3932328,561.6544629
CG46397,5.025482636,-1.636898377,0.881946497,-1.856006439,0.06345264,0.141928399,6.212730749,7.756886046,8.978059203,2.601457519,3.473672837,1.130089463
CG11664,4.152873503,-1.845639513,0.994529343,-1.855791913,0.063483224,0.141954682,4.437664821,6.033133591,8.978059203,2.601457519,1.736836419,1.130089463
CG12025,179.0677649,-0.286990042,0.154656348,-1.855662865,0.063501627,0.141961209,199.6949169,188.7508938,202.5051131,161.2903662,168.4731326,153.6921669
CG14641,272.9763539,0.245544419,0.132346047,1.855321144,0.063550381,0.142000948,264.4848233,240.4634674,244.4027228,300.4683434,298.735864,289.3029024
CG31347,6.355393894,-1.432638979,0.772134134,-1.855427596,0.06353519,0.142000948,8.875329641,11.20439096,7.98049707,2.601457519,5.210509256,2.260178925
bab1,46.34697756,0.577583248,0.31155773,1.853856262,0.063759727,0.14243401,52.36444488,25.85628682,33.91711255,44.22477782,68.60503854,53.11420474
Hexim,66.93209479,-0.445920799,0.240575987,-1.853554901,0.063802865,0.142495655,90.52836234,72.3976031,68.83178722,55.93133666,60.78927466,53.11420474
ntc,16.92920004,-0.868358111,0.468711381,-1.852649939,0.06393255,0.142750515,15.97559335,21.54690568,27.93173974,13.0072876,9.552600303,13.56107355
Cc2d2a,22.981839,-0.796625389,0.430040554,-1.852442479,0.06396231,0.142782191,20.41325817,22.40878191,44.89029602,19.51093139,18.2367824,12.43098409
CG32079,1.609824984,3.195039546,1.725189837,1.851993026,0.064026824,0.142860698,0.887532964,0,0,1.30072876,5.210509256,2.260178925
z,150.5482654,-0.349313322,0.188616105,-1.851980355,0.064028644,0.142860698,178.3941258,197.3696561,130.6806395,113.1634021,142.4205863,141.2611828
Dek,988.9081835,-0.175882622,0.095031697,-1.85077851,0.064201424,0.143211351,993.1493868,1047.179616,1107.293968,928.7203343,921.3917201,935.7140751
CG13024,20.09775807,-0.814140071,0.440031368,-1.850186443,0.064286682,0.143366651,19.52572521,24.13253437,32.91955041,20.81166015,13.02627314,10.17080516
CG7006,108.1376362,-0.357318905,0.193156706,-1.849891276,0.064329222,0.14342663,129.5798128,113.767662,120.7050182,105.3590295,94.65758482,84.7567097
Tim17a2,11.51222115,-1.101794417,0.595700371,-1.849578197,0.064374368,0.143492391,16.86312632,18.961277,11.9707456,2.601457519,13.02627314,5.650447313
Tsp42Ed,177.0338058,-0.293754598,0.158976525,-1.847786001,0.064633307,0.144023264,192.5946532,181.855884,210.4856102,171.6961963,159.7889505,145.7815407
CG14270,81.93365475,0.39485322,0.213698413,1.847712464,0.06464395,0.144023264,68.34003824,68.95009819,74.81716003,98.85538572,86.84182094,93.7974254
CG11777,44.45403338,0.533609813,0.288817578,1.847566954,0.064665014,0.144035191,31.95118671,44.81756382,31.92198828,52.02915038,49.49983793,56.50447313
CG5126,132.9762065,-0.325091765,0.176188741,-1.8451336,0.065018107,0.144786495,151.7681369,148.2427111,142.6513851,131.3736047,108.5522762,115.2691252
CG33170,41.05381583,-0.553678613,0.300378783,-1.843268047,0.065289884,0.1453564,48.81431303,42.23193514,55.86347949,33.81894775,37.341983,28.25223657
CG7341,17.70602948,0.818296279,0.444089213,1.842639396,0.065381678,0.145525424,10.65039557,12.06626718,15.96099414,19.51093139,24.31570986,23.73187872
kel,339.1212484,-0.243324296,0.132061216,-1.842511399,0.065400381,0.145531721,374.5389109,384.3967974,345.1564983,267.9501245,324.7884103,337.8967493
mge,359.5595768,-0.223272021,0.121221444,-1.841852505,0.065496728,0.1456754,383.4142405,388.7061785,390.0467943,316.0770886,326.5252467,352.5879123
CG16717,103.7786079,-0.394260698,0.214049013,-1.84191785,0.065487167,0.1456754,113.6042194,112.0439096,129.6830774,80.64518309,115.4996218,71.19563615
asp,428.2669704,-0.262406304,0.142487494,-1.841609368,0.06553231,0.145683855,513.8815862,498.1644594,391.0443564,340.790935,455.0511417,370.6693437
CG14184,119.0507784,0.334025462,0.181373387,1.84164539,0.065527037,0.145683855,106.5039557,106.010776,103.7464619,123.5692322,135.4732407,139.0010039
Vha26,1383.054224,-0.18971789,0.103082846,-1.84044095,0.065703526,0.146029073,1471.529655,1383.311345,1564.177426,1403.486332,1144.5752,1331.245387
CG31538,44.59671316,-0.537914023,0.29237582,-1.839803385,0.065797108,0.146166196,60.35224156,53.43632609,44.89029602,28.61603271,37.341983,42.94339958
cg,1049.418151,-0.173749055,0.094436117,-1.8398581,0.065789073,0.146166196,1122.7292,1125.610353,1088.340288,967.7421971,942.2337572,1049.853111
CG4462,6.28953809,-1.494418264,0.812577967,-1.839107538,0.065899371,0.146357904,4.437664821,10.34251473,12.96830774,2.601457519,1.736836419,5.650447313
CG30485,3.278438551,-2.242934915,1.220096509,-1.838325819,0.066014409,0.146577888,5.325197785,8.618762273,1.995124267,2.601457519,0,1.130089463
CG18814,3.199292443,2.144846406,1.166882046,1.838100443,0.066047606,0.14661609,0.887532964,2.585628682,0,2.601457519,5.210509256,7.910626238
nocte,2427.818216,0.174579888,0.094986713,1.837940098,0.066071233,0.146633033,2254.333729,2351.198348,2237.531866,2386.837274,2454.14986,2882.858219
tum,222.3768291,-0.275277912,0.149810566,-1.837506649,0.066135136,0.146739333,266.2598892,249.0822297,215.4734209,201.6129577,215.3677159,186.4647613
CG6923,411.5540854,-0.220022446,0.119758536,-1.83721724,0.066177832,0.146763029,439.3288172,446.4518858,443.9151495,342.0916637,387.3145214,410.2224749
CG13962,2.451690905,-2.596909693,1.41344384,-1.837292447,0.066166734,0.146763029,3.550131856,5.171257364,3.990248535,0,0.868418209,1.130089463
cry,249.760252,-0.269825867,0.146920815,-1.836539404,0.06627792,0.146919244,284.8980815,268.0435067,264.3539654,239.3340917,191.0520061,250.8798607
Ufc1,75.65804922,0.421039484,0.229259013,1.836523145,0.066280322,0.146919244,74.55276899,53.43632609,65.83910082,96.2539282,82.49972989,81.36644131
RfC4,163.5064168,0.296019721,0.161247228,1.835812779,0.066385351,0.147072165,138.4551424,142.2095775,159.6099414,186.0042126,172.8152237,181.9444035
ldbr,65.0902868,0.48528754,0.264335342,1.835878387,0.066375645,0.147072165,68.34003824,55.16007855,38.90492321,63.73570922,69.47345675,94.92751486
CG30197,21.9072169,0.745398946,0.406050181,1.835731102,0.066397436,0.147072165,11.53792853,21.54690568,15.96099414,28.61603271,27.7893827,25.99205764
Taf5,130.2900982,0.318562053,0.173673484,1.834258429,0.066615642,0.147510967,115.3792853,113.767662,118.7098939,145.6816211,142.4205863,145.7815407
igl,3.295697688,2.113931908,1.152523369,1.834177046,0.066627718,0.147510967,1.775065928,0.861876227,0.997562134,10.40583008,3.473672837,2.260178925
CG31523,461.1422126,0.213146756,0.116264297,1.833295007,0.066758711,0.147703894,429.5659546,443.8662571,407.0053505,534.5995202,494.1299611,457.6862324
Cpr51A,95.55469018,0.414325258,0.226004715,1.833259358,0.06676401,0.147703894,91.4158953,81.8782416,72.82203576,118.3663171,131.9995678,76.84608346
Khc-73,1638.069625,0.175886603,0.095953073,1.833048138,0.066795413,0.147703894,1557.620352,1471.22272,1585.12623,1716.961963,1594.415832,1903.070655
LeuRS,736.117756,0.184872845,0.100854143,1.8330714,0.066791954,0.147703894,714.4640361,704.1528777,647.4178248,806.4518309,774.6290427,769.590924
CG11034,10.60018677,1.17014,0.638295232,1.833226917,0.066768833,0.147703894,2.662598892,12.92814341,3.990248535,13.0072876,20.84203702,10.17080516
FLASH,160.376262,0.310915266,0.169642711,1.832765258,0.066837488,0.147761295,134.0174776,161.1708545,134.670888,154.7867224,183.2362422,194.3753876
vret,75.9577775,-0.418295399,0.228310509,-1.832133793,0.06693149,0.147933437,78.10290084,86.18762273,95.76596483,76.74299681,59.05243824,59.89474152
mRpL48,109.9659381,0.358267342,0.19569722,1.830722695,0.067141944,0.14836282,84.31563159,111.1820333,93.77084057,111.8626733,124.1838039,134.4806461
CG31126,84.24597111,0.409381826,0.223733258,1.829776354,0.067283388,0.148639542,70.11510417,69.81197441,76.81228429,91.05101317,79.02605705,118.6593936
Npc2b,5.768152527,1.717506035,0.939405068,1.828291217,0.067505857,0.149095085,4.437664821,3.447504909,0,16.90947387,8.684182094,1.130089463
dwg,84.01477676,-0.413190587,0.226013859,-1.828164828,0.067524818,0.149101043,88.75329641,98.25388992,100.7537755,61.1342517,62.52611107,92.66733594
e(y)2b,3.656764704,1.932721848,1.05726611,1.828037265,0.067543959,0.149107396,1.775065928,1.723752455,0.997562134,9.105101317,6.078927466,2.260178925
CG9304,205.3941122,0.267214466,0.146307885,1.826384589,0.067792352,0.149619711,182.8317906,183.5796364,193.5270539,212.0187878,230.9992437,229.4081609
Spn42Db,5.964633702,-1.475932028,0.808403818,-1.825736093,0.067890024,0.149799215,11.53792853,6.895009819,7.98049707,3.902186279,4.342091047,1.130089463
CG7131,13.87424269,-0.977390116,0.53538371,-1.825588074,0.067912333,0.149812385,28.40105485,14.65189586,11.9707456,9.105101317,7.815763884,11.30089463
RpL35A,585.5133055,-0.230749186,0.126417497,-1.825294693,0.067956571,0.149873909,656.7743934,574.8714436,662.3812568,625.6505333,461.1300692,532.2721369
CG10467,126.4348346,0.338362855,0.185432703,1.824720501,0.068043218,0.150028913,106.5039557,128.4195579,99.75621337,131.3736047,135.4732407,157.0824353
Ank,1866.77935,-0.172328172,0.094454952,-1.824448256,0.068084332,0.150083471,1854.056362,1968.525303,2110.841475,1896.462531,1718.599636,1652.190794
Uxs,84.60492845,-0.396830615,0.217660254,-1.823165265,0.068278364,0.150428122,90.52836234,105.1488997,91.7757163,85.84809813,64.26294749,70.06554668
MED22,70.52313008,0.42356667,0.232331777,1.823111224,0.068286547,0.150428122,60.35224156,57.74570723,62.84641442,70.23935301,78.15763884,93.7974254
GIIIspla2,85.64466116,0.38626453,0.211873649,1.823089052,0.068289904,0.150428122,74.55276899,68.95009819,78.80740856,106.6597583,87.71023915,97.18769379
TpnC41C,3.531445589,-2.013777532,1.104953948,-1.82249906,0.068379296,0.150588851,3.550131856,9.480638501,3.990248535,1.30072876,1.736836419,1.130089463
Dlic,759.8256116,-0.190637823,0.10462148,-1.822167134,0.06842963,0.150663508,836.0560522,811.8874061,780.0935885,715.4008177,650.4452388,765.0705662
Duba,322.3106826,-0.230760337,0.126661854,-1.821861363,0.068476024,0.150729457,340.8126582,360.264263,342.1638119,296.5661572,278.7622452,315.2949601
Sbat,55.94292052,0.51456994,0.282583286,1.820949663,0.068614509,0.150998036,38.16391746,48.26506873,52.87079309,42.92404906,83.3681481,70.06554668
hiro,9.98563409,1.080068727,0.593193164,1.82077069,0.068641721,0.151021671,7.987796677,4.309381137,6.982934936,14.30801635,13.89469135,12.43098409
CG46280,397.8702145,0.223019751,0.122533076,1.820077954,0.068747134,0.151181034,337.2625264,398.186817,365.1077409,456.5557946,414.2354859,415.8729222
Arl1,103.7894884,0.378563216,0.207984804,1.820148436,0.068736403,0.151181034,102.9538238,76.70698423,90.77815417,110.5619446,101.6049305,140.1310934
qm,194.053036,-0.287461645,0.15796468,-1.819784307,0.068791858,0.151243108,207.6827136,230.1209527,200.5099889,187.3049414,151.1047684,187.5948508
DNApol-alpha50,75.35653799,0.427512365,0.234954146,1.819556588,0.068826558,0.151283117,64.78990638,68.08822196,60.85129015,74.14153929,108.5522762,75.715994
Ugt35A1,358.572217,-0.24128074,0.132677526,-1.818550188,0.068980083,0.151503552,402.9399657,350.7836245,410.9955991,370.7076965,322.1831557,293.8232603
CkIIalpha-i3,237.7150132,0.263418357,0.144838433,1.81870483,0.068956474,0.151503552,201.4699829,232.7065814,213.4782966,251.0406506,240.551844,287.0427235
Aplip1,10.66463332,1.048494283,0.576581476,1.818466822,0.068992813,0.151503552,9.762862605,5.171257364,5.985372802,13.0072876,16.49994598,13.56107355
CG10702,8.36058837,-1.19845564,0.65904761,-1.818465952,0.068992946,0.151503552,9.762862605,12.06626718,12.96830774,6.503643798,4.342091047,4.52035785
CG4630,4.613409147,-1.776936446,0.977409247,-1.818006584,0.069063126,0.151621347,5.325197785,4.309381137,11.9707456,2.601457519,3.473672837,0
rdx,868.6062908,-0.243033769,0.133702579,-1.817719374,0.069107035,0.151645117,883.0952993,965.3013746,976.6133289,665.9731249,721.655532,998.999085
CG7946,256.4678281,0.248653916,0.136787568,1.817810788,0.069093057,0.151645117,249.3967629,217.1928093,236.4222257,288.7617846,273.5517359,273.48165
CG3706,6.521463149,-1.430210489,0.787255694,-1.816703899,0.069262464,0.151949814,14.20052743,10.34251473,3.990248535,2.601457519,3.473672837,4.52035785
CG13016,120.0433719,0.366985169,0.202090953,1.815940615,0.069379482,0.152170118,96.74109309,118.9389194,98.75865124,111.8626733,123.3153857,170.6435089
Pbgs,125.6188022,0.331161533,0.182400575,1.815572859,0.06943592,0.152223594,115.3792853,113.767662,103.7464619,159.9896374,131.9995678,128.8301987
pan,1141.899889,-0.174773832,0.096264136,-1.815565361,0.069437071,0.152223594,1148.467656,1210.936099,1272.889283,1143.34058,1062.07547,1013.690248
CG5815,187.2217902,0.28260962,0.155675676,1.815374286,0.06946641,0.152251505,166.8561973,171.5133692,167.5904385,208.1166015,183.2362422,226.0178925
CG11703,4.064964458,1.773612773,0.977287187,1.814832729,0.069549619,0.152361029,1.775065928,0.861876227,2.992686401,3.902186279,6.947345675,7.910626238
CG2063,133.4775995,0.315061665,0.173597999,1.814892261,0.069540468,0.152361029,123.367082,112.9057858,120.7050182,141.7794348,145.025841,157.0824353
CG2034,131.8323794,0.324602787,0.178916155,1.814273208,0.069635674,0.152513106,116.2668183,124.972053,110.7293968,131.3736047,164.1310416,143.5213618
rogdi,198.8048326,-0.283333707,0.156206836,-1.813836793,0.069702856,0.152623784,219.2206421,235.2922101,201.507551,157.3881799,199.7361882,179.6842246
CG6115,250.4022999,0.256434506,0.141408435,1.813431471,0.069765299,0.152724036,217.4455762,212.8834282,255.3759062,267.9501245,286.5780091,262.1807553
grsm,423.6082822,0.206058599,0.113665858,1.812845144,0.069855709,0.152885448,394.0646361,396.4630646,389.0492321,464.3601671,441.1564504,456.5561429
Wnk,1549.235973,0.204608955,0.112928053,1.811852334,0.070009016,0.153184406,1296.685661,1585.852258,1437.487035,1428.200178,1699.494436,1847.696271
dgt2,49.28171191,0.485756467,0.268217446,1.811054702,0.070132384,0.153417729,38.16391746,43.09381137,41.89760961,55.93133666,55.5787654,61.02483098
Cyp6t1,19.08809119,-0.786763985,0.434504074,-1.810717167,0.070184644,0.153495424,26.62598892,23.27065814,22.94392907,9.105101317,15.63152777,16.95134194
CG8611,312.5189789,-0.231476969,0.127859457,-1.810401634,0.070233526,0.153565697,347.9129219,331.8223475,332.1881905,284.8595983,270.9464813,307.3843338
OtopLb,7.327383873,1.283369594,0.708946653,1.81024847,0.070257264,0.153580972,1.775065928,6.033133591,4.987810668,11.70655884,10.42101851,9.040715701
CG10866,44.64342006,-0.511793392,0.28276618,-1.809952631,0.070303133,0.153644607,51.47691192,56.883831,48.88054455,37.72113403,35.60514658,37.29295227
CG10051,2.719108248,2.309598399,1.276736816,1.808985509,0.070453255,0.153871772,1.775065928,0,0.997562134,5.202915038,6.078927466,2.260178925
