Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,control_T4,rad21_T1,rad21_T2,rad21_T3,rad21_T4
Octalpha2R,112.2716681,1.300424872,0.398742193,3.261317453,0.001108958,0.012396847,117.0840032,29.47132813,70.24237965,47.80008339,121.9856773,135.8202139,127.5465513,248.2231082
NT5E-2,38.30822111,1.377739773,0.42249558,3.260956651,0.00111037,0.012398046,23.41680064,20.70958193,21.86791065,15.12660867,77.62724919,84.88763369,28.39903681,34.43094727
CG32280,152.1828375,0.981992197,0.301343185,3.258717123,0.001119172,0.012463055,133.8102894,87.61746201,102.7129136,77.44823638,304.9641932,237.6853743,139.5040405,133.7201906
CG7728,511.1451242,-0.877506531,0.269303986,-3.258423853,0.001120329,0.012463055,545.2769292,858.6511277,572.7625486,688.5632266,232.8817476,261.938984,392.6042281,536.4822017
CG42259,131.5333834,0.696100024,0.213589916,3.259049102,0.001117863,0.012463055,115.4113746,71.68701438,110.8857691,105.2811963,171.8889089,130.969492,172.3871357,173.7561758
CG11030,461.4813344,-0.492651607,0.151206258,-3.25814298,0.001121439,0.012463055,612.1820739,544.8213093,552.6617418,465.899547,338.2330143,349.2519786,436.4483551,392.3526549
NetB,21.25052997,1.798436593,0.552121567,3.257319947,0.001124696,0.012470082,21.74417203,9.558268583,5.743087645,3.025321734,44.35842811,33.95505348,28.39903681,23.22087142
NTPase,1140.391823,-0.992500968,0.304688547,-3.257427887,0.001124268,0.012470082,1784.694735,1232.220125,2280.889347,764.1962699,1020.243846,635.4445722,744.8519303,660.5937558
CG15044,16.50996302,3.769472225,1.158172057,3.254673777,0.001135227,0.012572174,1.672628617,0.796522382,0.662663959,6.050643467,16.63441054,7.276082888,0.498228716,98.48852359
asp,49.77178604,-1.252531343,0.385100084,-3.252482652,0.001144016,0.012652702,76.9409164,44.60525339,90.12229842,77.44823638,11.08960703,21.82824866,28.89726552,47.24246253
Act5C,60849.50309,1.083370318,0.333119402,3.252198199,0.001145161,0.012652702,45878.53034,39349.00219,27614.31161,43225.19187,132060.5853,105449.8439,42484.95906,50733.60044
CG5506,123.7526458,3.797211813,1.169103393,3.247969199,0.001162319,0.012827353,18.39891479,3.186089528,20.76347071,23.59750952,654.2868146,31.52969251,12.4557179,225.8029565
Su(var)3-9,112.9746404,-0.720722543,0.222068859,-3.245491265,0.001172482,0.012924502,148.8639469,168.862745,137.3923275,104.676132,88.71685621,94.58907754,78.2219084,82.47412951
Cp1,2536.472846,0.536032853,0.16521987,3.244360688,0.001177146,0.01294126,2003.809084,2142.645207,1884.395411,2232.082375,3648.480712,3417.333596,2475.200261,2487.83612
CG4666,17.63277361,2.10890086,0.650009876,3.244413568,0.001176927,0.01294126,3.345257235,6.372179056,11.04439932,3.025321734,44.35842811,38.8057754,26.90435066,7.206477336
spict,461.5242297,-0.969966846,0.298991097,-3.244132869,0.001178088,0.01294126,824.6059083,456.4073249,710.81754,439.2767157,410.31546,405.0352808,261.5700759,184.1655319
bowl,110.7268199,1.001878435,0.308970363,3.242636042,0.001184294,0.012994412,78.61354501,69.29744723,71.78859556,65.95201379,232.8817476,167.3499064,78.2219084,121.709395
CG5160,15.47312767,-1.969400026,0.607737968,-3.240541368,0.00119303,0.013060101,40.14308682,18.32001478,31.36609406,10.28609389,5.544803513,4.850721925,8.469888171,4.804318224
Tsp29Fb,1005.381436,0.772362892,0.238337368,3.240628599,0.001192665,0.013060101,754.3555064,618.1013684,817.2855494,769.0367847,1680.075465,1234.50873,732.3962124,1437.291869
CG10660,538.9901873,-0.459441091,0.141793968,-3.240201936,0.001194451,0.013060611,680.7598472,630.0492041,619.8116896,587.5174807,377.0466389,443.8410562,534.1011835,438.7943978
mei-S332,462.0845288,0.920041723,0.284046239,3.239056175,0.00119926,0.013093609,286.0194936,266.834998,365.7905054,352.1474498,820.63092,519.027246,774.7456533,311.4799648
CG3847,422.3384123,-0.451255981,0.139326989,-3.238826757,0.001200225,0.013093609,431.5381833,548.0073988,505.1708247,476.1856409,316.0538003,356.5280615,392.1059994,353.1173895
Naa40,15.84788661,-1.517693916,0.468973178,-3.236206223,0.001211298,0.013184144,31.77994373,19.91305955,26.72744635,16.94180171,5.544803513,9.701443851,8.968116887,7.206477336
CG43901,11.50692465,1.836750926,0.567511529,3.236499757,0.001210053,0.013184144,5.017885852,4.779134292,5.522199658,3.025321734,27.72401757,19.4028877,8.968116887,17.61583349
CG9467,635.4638502,0.48119997,0.148744602,3.235075171,0.001216107,0.013206228,483.3896704,526.5012945,521.2956477,575.4161937,803.9965094,873.1299466,670.6158516,629.3656873
Reph,89.29096191,1.00570501,0.310865412,3.235178218,0.001215668,0.013206228,68.57777331,33.45394004,73.99747542,61.11149902,105.3512668,143.0962968,82.20773813,146.5317058
CG16721,372.9288372,0.782111817,0.241793006,3.23463374,0.001217989,0.013211562,204.0606913,254.0906398,236.7919213,398.7374045,460.2186916,516.601885,357.2299893,555.6994746
wdn,635.3528139,-0.377205709,0.116675617,-3.232943764,0.001225217,0.013274812,747.6649919,765.4580091,684.5318696,685.5379048,510.1219232,560.2583824,531.1118112,598.1376189
CoRest,561.3742504,-0.411776541,0.12748285,-3.230054406,0.001237667,0.013394429,643.9620177,644.386607,663.3266229,637.1327571,382.5914424,480.2214706,530.1153537,509.2577317
vig2,2392.37012,-0.461633205,0.143264331,-3.222248014,0.00127189,0.013749144,3231.518489,3089.71032,2401.494187,2379.113011,1885.233195,1996.072072,2113.984442,2041.835245
CG7607,11.52483493,1.67010148,0.518450985,3.221329551,0.001275973,0.013777612,6.690514469,3.98261191,5.743087645,4.235450427,27.72401757,14.55216578,12.4557179,16.81511378
CG32409,228.0598201,-1.238411641,0.384791855,-3.218393589,0.001289108,0.013842134,244.2037781,457.2038472,257.1136161,337.0208411,60.99283865,72.76082888,150.9633009,244.2195097
HP4,99.29468299,-0.858024647,0.266554346,-3.218948256,0.001286617,0.013842134,185.6617765,107.5305216,128.556808,100.4406816,44.35842811,77.6115508,75.73076482,74.46693247
GlyRS,1147.416773,-0.383574064,0.119161789,-3.21893509,0.001286676,0.013842134,1386.609124,1335.768035,1365.750419,1120.57917,931.5269903,984.6965508,997.4538893,1056.950009
Pp1-13C,2.539933425,4.694807172,1.458285538,3.219401859,0.001284583,0.013842134,0,0,0.220887986,0,5.544803513,7.276082888,6.476973307,0.800719704
CG3756,98.11545474,-0.91091031,0.283035042,-3.218365836,0.001289233,0.013842134,100.357717,173.6418793,122.1510564,122.8280624,60.99283865,41.23113636,73.23962124,90.48132655
Gycalpha99B,142.7197111,1.213882694,0.377247096,3.217739003,0.001292053,0.013856761,152.2092042,42.21568624,85.04187474,63.53175641,293.8745862,177.0513503,126.0518651,201.7813654
CG12730,645.1451541,0.778955434,0.242196333,3.216214813,0.001298936,0.013899196,533.5685289,446.0525339,510.9139124,399.3424688,1047.967864,1028.353048,698.5166597,496.4462165
Mcm10,19.86985027,-1.431783202,0.445168744,-3.216270733,0.001298683,0.013899196,26.76205788,21.50610431,29.59899017,33.27853907,22.17921405,4.850721925,7.971659455,12.81151526
spdo,64.78724269,-1.590971955,0.494991195,-3.214141933,0.00130835,0.013984185,98.68508842,50.97743244,106.2471214,140.3749284,22.17921405,4.850721925,45.33881315,49.64462165
CG12224,49.75647093,-1.631792212,0.507761041,-3.213701093,0.00131036,0.013989934,85.30405948,71.68701438,89.23874648,49.01021208,38.81362459,29.10433155,30.89018039,4.00359852
Cap-G,154.8061392,-0.847372611,0.263775205,-3.212480149,0.001315942,0.014033765,178.9712621,227.8054012,184.6623566,218.4282292,72.08244567,80.03691177,109.1120888,167.3504181
Tsr1,518.6499664,-1.09736452,0.341753512,-3.21098242,0.00132282,0.014091298,605.4915595,917.593784,631.2978649,690.3784196,171.8889089,179.4767112,400.5758876,552.4965957
POSH,443.6629123,-0.612574079,0.190831822,-3.210020605,0.001327255,0.014122702,568.6937299,559.9552345,625.7756653,382.4006671,382.5914424,390.483115,330.3256387,309.0778057
Cyp6t1,38.59346721,0.920256547,0.286973326,3.206766848,0.001342357,0.014267428,31.77994373,23.89567146,31.14520607,21.78231648,44.35842811,48.50721925,48.82641416,58.45253839
tou,3919.068426,0.442479158,0.138034153,3.205577385,0.001347918,0.014310521,2716.348875,3148.652976,3527.139366,3894.7992,4291.677919,4799.789345,4653.456207,4320.683523
CanA-14F,633.8884283,0.446067502,0.139203044,3.204437838,0.001353265,0.014351255,500.1159566,471.5412501,554.6497337,617.770698,704.1900462,790.6676738,766.7739938,665.398074
CG1129,2104.177949,0.627350527,0.195976894,3.201145377,0.001368825,0.014500079,1507.038384,1628.091749,1707.464134,1757.711927,3033.007522,3082.633784,2430.359676,1687.116416
AlaRS-m,239.6665988,-0.562257302,0.175668861,-3.200665723,0.001371105,0.014508062,262.6026929,281.9689232,334.4244113,267.4384413,199.6129265,150.3723797,216.7294914,204.1835245
Seipin,115.4774435,-1.082880869,0.338376879,-3.200221219,0.001373221,0.014514294,205.7333199,132.2227154,208.0764831,79.26342942,94.26165973,50.93258022,69.25379151,84.07556892
CG5613,27.58339335,1.465433283,0.457980692,3.19977088,0.001375369,0.014520838,20.07154341,12.74435811,12.81150321,10.89115824,55.44803513,63.05938503,22.42029222,23.22087142
Lamp1,2708.843047,0.368512757,0.115232788,3.19798526,0.001383914,0.014594835,2217.905547,2373.636698,2381.172493,2460.796698,3426.688571,3245.132968,2871.790319,2693.621084
CG7573,22.76935426,1.439990405,0.450390882,3.197201505,0.00138768,0.014618327,15.05365756,6.372179056,9.498183412,18.1519304,38.81362459,29.10433155,21.9220635,43.23886401
Vps24,221.0371226,0.599611205,0.187568045,3.196766294,0.001389775,0.014624186,152.2092042,176.8279688,166.3286537,192.4104623,332.6882108,300.7447594,227.6905232,219.3971989
baz,5431.964909,-0.400092396,0.12521128,-3.195338278,0.00139667,0.014680488,6670.442926,5847.270806,6369.746862,5828.584852,4690.903772,5253.331845,4864.705182,3930.733027
NO66,111.1020407,-0.966556068,0.302653952,-3.19360135,0.0014051,0.014752774,160.5723473,153.7288197,160.3646781,131.9040276,22.17921405,60.63402407,100.1439719,99.28924329
l(3)07882,375.8925624,-0.855845632,0.268047502,-3.192887918,0.001408576,0.014772947,404.7761254,647.5726965,427.4182535,475.5805765,160.7993019,201.3049599,321.3575218,368.3310638
CG8064,229.6327475,-1.143477323,0.358414381,-3.190377909,0.001420869,0.014860028,247.5490354,473.9308173,254.2420723,303.7423021,66.53764216,89.73835562,165.9101624,235.411593
rols,1238.172468,0.727221657,0.227908226,3.190853038,0.001418534,0.014860028,884.8205386,841.9241577,1018.072729,971.7333408,1918.502016,1991.22135,1311.836209,967.2694024
CenG1A,1500.057776,-0.462796189,0.145066482,-3.190235139,0.001421571,0.014860028,2079.077371,1468.787272,1772.62609,1626.412964,1330.752843,1358.202139,1127.491584,1237.111943
CG10863,275.4966315,0.627224215,0.196870824,3.185968354,0.001442704,0.015047828,225.8048633,174.4384016,266.6117995,189.3851405,415.8602635,308.0208423,338.7955268,285.0562146
CG5002,40.38296752,1.562894691,0.490550809,3.18599962,0.001442548,0.015047828,16.72628617,20.70958193,20.32169474,19.3620591,94.26165973,99.43979947,23.41674965,28.82590934
Bsg,2937.894996,0.492976844,0.154770685,3.185208134,0.001446499,0.015070873,2303.209606,2581.52904,2429.546962,2432.358674,3753.831979,4215.277353,2850.366484,2937.039874
Fer1HCH,4247.577067,0.421917829,0.132547581,3.18314243,0.001456859,0.015162187,3922.314108,3169.362558,3626.759848,3785.282553,5744.41644,4877.400896,4418.292253,4436.78788
CG44085,4511.333555,0.58965373,0.18551781,3.178421146,0.001480795,0.015394435,3868.789992,2874.649276,4100.34369,3558.988487,5738.871636,6034.298075,6058.461186,3856.266094
Cyp6a20,429.7351305,1.168821942,0.367791603,3.177946244,0.001483222,0.01540282,244.2037781,195.1479836,424.9884857,185.7547544,826.1757235,865.8538637,352.2477022,343.508753
dpr21,20.87649184,1.667468719,0.524822921,3.177202544,0.001487031,0.015425516,6.690514469,11.94783573,12.14883925,4.840514774,60.99283865,31.52969251,16.44154763,22.42015171
hts,1117.98332,-0.356084278,0.112089779,-3.176777421,0.001489213,0.015431298,1210.983119,1347.71587,1255.306426,1226.465431,903.8029727,902.2342781,1061.227165,1036.131297
CG5589,96.21199179,-1.114822238,0.351087408,-3.17534099,0.001496605,0.015491005,108.7208601,210.2819088,104.4800175,112.5419685,38.81362459,38.8057754,64.76973307,91.28204625
hng3,48.97573666,1.255440447,0.39548271,3.174450902,0.001501203,0.015504815,23.41680064,21.50610431,44.17759727,19.3620591,110.8960703,75.18618984,50.81932902,46.44174283
Duox,25.50590208,1.92396111,0.606063233,3.174522072,0.001500835,0.015504815,10.0357717,7.168701438,9.498183412,13.91647997,49.90323162,80.03691177,9.466345603,24.02159112
CG1434,83.69184834,-0.733740908,0.231167201,-3.174070134,0.001503174,0.015508313,122.1018891,117.0887901,101.6084737,84.1039442,55.44803513,55.78330214,71.74493509,61.65541721
CG40160,396.1750596,0.537116886,0.169309728,3.172392353,0.001511886,0.01558128,255.9121784,317.8124304,397.8192634,308.5828168,515.6667267,485.0721925,463.3527058,425.1821628
CG1142,150.6508501,-0.786174005,0.24804067,-3.169536697,0.001526822,0.015650335,195.6975482,247.7184608,163.8988859,171.2332101,72.08244567,87.31299466,129.5394661,137.7237891
CG40178,641.5326125,0.460076544,0.145127682,3.17015016,0.001523602,0.015650335,590.4379019,506.5882349,511.3556884,541.5325903,809.541313,863.4285027,673.6052239,635.771445
tej,16.9347001,-1.673674264,0.52804542,-3.169564966,0.001526673,0.015650335,38.4704582,19.11653717,33.35408594,13.31141563,5.544803513,9.701443851,7.971659455,8.00719704
Nepl4,150.7341884,-0.852951008,0.269014862,-3.170646414,0.001521002,0.015650335,138.8281752,215.0610431,237.0128093,198.4611057,55.44803513,99.43979947,115.0908334,146.5317058
CG9568,343.8161214,-1.25009689,0.394400835,-3.16961015,0.001526436,0.015650335,418.1571543,540.8386973,696.6807089,295.2714012,72.08244567,143.0962968,229.683438,354.7188289
CG10663,58.69319359,-1.121524127,0.353989849,-3.168238102,0.001533659,0.015675382,65.23251608,62.92526817,120.3839525,76.84317203,33.26882108,24.25360963,53.80870132,32.82950786
Nhe2,108.7087052,0.760604788,0.240079834,3.168132767,0.001534214,0.015675382,68.57777331,73.28005914,106.9097854,71.39759291,138.6200878,130.969492,165.4119337,114.5029177
CG33978,45.38100124,0.814304958,0.257014959,3.168317368,0.00153324,0.015675382,26.76205788,35.04698481,36.22562976,30.85828168,60.99283865,60.63402407,61.28213206,51.24606105
CG42394,1020.927746,0.968659957,0.305887408,3.166720601,0.001541684,0.015702274,782.7901929,724.8353676,587.1202677,656.4948162,2179.107781,1615.290401,869.907338,751.875802
Sur-8,1309.344638,0.469636338,0.148277983,3.167269533,0.001538776,0.015702274,1130.696945,1209.917498,1078.816925,957.2117965,1746.613107,1695.327313,1327.779528,1328.393989
rtv,15.91889663,-2.452743196,0.774542845,-3.166697892,0.001541804,0.015702274,45.16097267,21.50610431,39.53894955,5.445579121,0,2.425360963,8.469888171,4.804318224
CG32944,68.5134035,-1.282280323,0.405092733,-3.165399473,0.001548702,0.015755635,140.5008039,137.7983721,66.70817187,50.82540513,27.72401757,29.10433155,53.80870132,41.63742461
Incenp,268.2356084,-0.604904232,0.191220553,-3.163385012,0.001559459,0.015844248,404.7761254,240.5497593,318.0787003,336.4157768,205.15773,203.7303209,205.7684597,231.4079944
CG1785,435.5443592,-0.908091838,0.28708513,-3.163144809,0.001560747,0.015844248,453.2823553,747.1379943,521.7374237,565.1300998,216.247337,186.7527941,324.8451228,469.2217465
LeuRS,902.1512472,-0.579704415,0.183357769,-3.16160268,0.001569035,0.015911387,1030.339228,1191.597483,1297.496032,818.6520611,593.2939759,703.3546792,841.0100725,741.4664459
RpI135,298.7024149,-1.344061615,0.425326909,-3.160067201,0.001577328,0.015978429,337.8709807,633.2352936,378.1602326,380.5854741,49.90323162,87.31299466,228.6869806,293.8641314
Plp,1162.624365,-0.518313325,0.164171558,-3.157144468,0.001593224,0.016122272,1307.995579,1175.667036,1693.106415,1308.149118,826.1757235,1040.479853,1084.643915,864.7772803
mop,3956.586424,0.55159094,0.174751857,3.156423905,0.001597166,0.016144965,3034.148312,3018.023305,3405.209197,3366.578025,5018.04718,6075.529211,4130.316055,3604.840107
CycB3,55.55927829,-0.846566624,0.268237857,-3.156029631,0.001599326,0.016149625,90.32194534,70.09396961,74.66013938,59.29630598,22.17921405,41.23113636,41.85121214,44.84030342
CG8668,409.3763434,0.675939667,0.214240373,3.155052696,0.001604691,0.016186598,297.7278939,314.6263409,324.2635639,313.4233316,554.4803513,698.5039572,406.0564035,365.9289047
CG11563,129.2850884,-1.067112995,0.338423878,-3.153184697,0.001614996,0.016273267,148.8639469,266.0384756,140.2638713,154.2914084,60.99283865,48.50721925,83.20419556,132.1187512
inaD,18.78595089,-1.805425502,0.573127037,-3.150131448,0.00163197,0.016426886,41.81571543,25.48871622,36.22562976,18.1519304,5.544803513,0,13.45217533,9.608636448
CG8086,15.51074439,1.732848939,0.5502374,3.149275093,0.00163676,0.016457669,11.70840032,6.372179056,5.743087645,4.235450427,38.81362459,26.67897059,20.92560607,9.608636448
lolal,719.6027523,-0.338745426,0.107577366,-3.148854059,0.00163912,0.016463976,811.2248794,830.7728444,789.2327752,793.8444229,565.5699584,700.9293182,626.2734959,638.9743238
CG42553,79.59926083,-1.267044023,0.402627891,-3.146935553,0.001649913,0.016540971,115.4113746,106.7339992,182.6743647,45.98489035,49.90323162,31.52969251,53.3104726,51.24606105
Dgp-1,790.3906083,-1.226221469,0.3896635,-3.146872798,0.001650267,0.016540971,1195.929461,799.7084715,2023.113067,403.5779193,637.652404,429.2888904,470.3279078,363.5267456
Ranbp21,422.9732684,-0.769908867,0.24469674,-3.146379749,0.001653052,0.016551425,481.7170418,595.7987417,735.9987704,320.0790394,293.8745862,322.573008,319.8628356,313.882124
Hex-A,3076.700068,-0.420199076,0.133619531,-3.144742933,0.001662328,0.016626783,3778.468047,3389.999258,3887.186783,3047.709114,2378.720707,2519.95004,2576.838919,3034.727678
Efa6,1690.191438,0.519751879,0.165730249,3.13613165,0.001711923,0.017104833,1277.888264,1489.496854,1439.527007,1335.982078,2151.383763,2415.659519,1924.65753,1486.93649
mt:ND3,1058.81847,0.52326999,0.166879838,3.135609414,0.001714974,0.017117318,968.4519694,853.0754711,698.2269248,945.7155739,1458.283324,1360.6275,1032.329899,1153.837093
CG31525,39.15141413,-1.084820276,0.346172257,-3.133758571,0.001725828,0.017179975,56.86937299,62.12874579,51.90867679,53.24566251,5.544803513,19.4028877,32.88309525,31.22806846
ATP8A,3583.674881,0.581256188,0.185465585,3.134037984,0.001724185,0.017179975,2605.955386,2143.44173,3466.174281,3270.977858,3731.652765,4860.423369,4770.539955,3820.233708
Slob,90.34140134,-1.133023614,0.36157085,-3.133614381,0.001726676,0.017179975,130.4650322,117.8853125,112.2110971,117.9875476,110.8960703,60.63402407,25.40966451,47.24246253
fzy,62.10730645,-0.951216999,0.303614442,-3.132976785,0.001730431,0.017199328,86.9766881,54.96004435,104.7009055,87.73433028,27.72401757,36.38041444,46.33527058,52.04678076
Tango9,207.8258239,0.510488214,0.162957999,3.132636744,0.001732437,0.017201272,175.6260048,160.1009988,183.5579166,164.5775023,238.4265511,274.0657888,262.0683046,204.1835245
tim,4828.257459,0.487368321,0.155600415,3.132178793,0.001735142,0.017210143,3557.681069,3597.891599,3846.322506,5087.381027,4934.875127,5549.225883,5736.605435,6316.077025
fid,105.2335743,2.829771013,0.903557139,3.131811915,0.001737311,0.017213694,31.77994373,35.04698481,12.36972723,24.20257387,388.1362459,259.513623,13.95040405,76.86909158
Tsp3A,127.7188901,-0.887528201,0.283430674,-3.131376671,0.001739888,0.017221271,210.7512058,170.4557897,195.4858679,93.78497374,72.08244567,82.46227273,100.6422006,96.08636448
Gbeta5,42.26130291,0.928122325,0.296495961,3.130303437,0.001746258,0.017239339,31.77994373,21.50610431,33.35408594,27.83295995,66.53764216,46.08185829,45.33881315,65.65901573
Mad,2387.831624,-0.984649679,0.314569252,-3.13015234,0.001747157,0.017239339,2483.853497,4034.385865,1875.339004,4306.242956,1208.767166,1261.187701,1360.164394,2572.712409
CG42748,977.0820002,0.475930586,0.152031994,3.130463351,0.001745308,0.017239339,926.636254,727.2249347,922.4282309,695.8239987,1081.236685,1256.336979,1193.257775,1013.711145
mfas,282.5047827,0.844825069,0.269962972,3.129410904,0.001751572,0.017264974,274.3110932,210.2819088,163.6779979,153.6863441,510.1219232,412.3113636,277.0151661,258.6324644
Cdk1,59.2856452,-1.169376612,0.373950551,-3.127088886,0.001765465,0.017383889,88.64931672,75.66962629,83.05388286,93.1799094,16.63441054,14.55216578,55.30338747,47.24246253
CG5270,214.888606,0.576863425,0.184581947,3.125242927,0.001776583,0.017475248,143.8460611,166.4731778,218.4582185,160.9471162,227.3369441,259.513623,259.0789323,283.4547752
CG15098,7326.211309,0.555598473,0.177810771,3.124661522,0.001780098,0.017491714,6188.725884,5873.556044,5018.795937,6633.320433,10806.82205,9815.435816,7250.722503,7022.311804
mud,73.21186448,-1.551761076,0.497013888,-3.122168442,0.001795242,0.017622302,110.3934887,62.92526817,153.7380385,120.407805,11.08960703,9.701443851,59.78744591,57.65181869
ssp6,119.5422571,1.127981825,0.361573754,3.119645196,0.00181069,0.0177556,90.32194534,60.53570103,73.55569945,67.76720683,293.8745862,164.9245455,73.23962124,132.1187512
pyd,2740.847335,-0.39834086,0.127825856,-3.116277653,0.001831497,0.017922645,2699.622588,3215.560856,3008.715262,3546.282136,2317.727869,2224.056003,2268.435344,2646.378622
vls,86.79698396,-0.720621826,0.231225484,-3.116532888,0.001829913,0.017922645,105.3756029,121.8679244,115.9661928,100.4406816,44.35842811,53.35794118,73.73784996,79.27125069
mRpL14,79.42962387,-0.723321996,0.232146354,-3.115801663,0.001834456,0.01793313,107.0482315,104.344432,84.15832279,110.7267755,38.81362459,58.2086631,63.27504692,68.86189454
CG9925,23.09679792,-1.481494457,0.475634741,-3.114773433,0.001840862,0.017961581,25.08942926,44.60525339,32.249646,33.88360342,16.63441054,7.276082888,19.43091992,5.605037928
Mmp1,7381.732483,0.97186327,0.312021891,3.114727833,0.001841147,0.017961581,4333.780747,6362.620787,4145.183951,5090.406349,13435.05891,13972.50451,6741.034526,4973.270081
Vinc,12572.33996,0.564572919,0.181280825,3.11435541,0.001843473,0.017965825,10346.88063,10329.30225,8345.369012,11539.18216,17233.24932,18265.39341,12414.86314,12104.47977
cv-2,1783.888323,1.090892373,0.350343456,3.113779793,0.001847073,0.017982466,1055.428658,1131.061782,997.0883703,1365.025166,4219.595474,2808.567995,1006.422006,1687.917136
Nrx-1,613.2797816,0.755674003,0.242830829,3.11193602,0.001858648,0.018076634,490.0801849,297.8993708,518.6449919,514.3046947,892.7133657,649.996738,558.5143905,984.0845162
Hsp70Ab,153.2503611,0.818175187,0.263034103,3.11052893,0.001867526,0.018144409,172.2807476,93.98964107,108.6768893,72.00265726,205.15773,203.7303209,172.3871357,197.7777669
Hsp27,4949.326443,0.817777356,0.262970028,3.109774005,0.001872305,0.018171715,5524.692323,2085.295596,3791.321397,2932.746889,6537.323342,7271.232166,5656.390612,5795.609217
Atg4a,654.4853125,0.602595286,0.193792862,3.109481332,0.001874161,0.018171715,503.4612138,561.5482793,451.0532681,550.0034912,925.9821867,989.5472728,615.3124642,638.9743238
mRpS10,68.53630752,-0.995383146,0.320360414,-3.107072858,0.001889498,0.018301745,108.7208601,95.58268583,83.49565883,90.75965201,22.17921405,26.67897059,52.81224389,68.06117484
CG5455,348.8971487,0.715006001,0.230235448,3.105542635,0.001899302,0.018359279,237.5132637,169.6592674,320.5084682,323.1043612,471.3082986,443.8410562,471.3243653,353.9181092
CG3955,26.9634516,1.126453443,0.362691975,3.105812978,0.001897567,0.018359279,20.07154341,11.15131335,21.86791065,13.31141563,44.35842811,31.52969251,33.38132397,40.0359852
flr,3856.644855,0.79475278,0.25613965,3.102810437,0.001916924,0.01849199,3054.219855,3050.680723,2628.787925,2535.824677,6709.212251,6366.572527,3252.935286,3254.925597
iotaTry,48.67181718,1.653373047,0.532812148,3.10310689,0.001915005,0.01849199,30.10731511,18.32001478,29.37810218,18.75699475,38.81362459,36.38041444,39.85829727,177.7597743
TwdlG,44.02244197,1.187373691,0.382758409,3.102149195,0.001921211,0.018514551,46.83360128,22.30262669,14.5786071,28.4380243,49.90323162,70.33546792,49.32464288,70.46333395
Ace,100.1402404,1.121878166,0.361835643,3.100518671,0.00193182,0.018579106,78.61354501,52.57047721,53.45489269,61.11149902,238.4265511,128.544131,60.28567463,128.1151526
armi,138.1544211,0.619976365,0.199955736,3.100568039,0.001931498,0.018579106,86.9766881,124.2574916,111.7693211,101.6508103,221.7921405,140.6709358,149.9668435,168.1511378
kuk,180.4747896,-0.866065748,0.279480851,-3.098837523,0.001942815,0.018665957,277.6563505,131.426193,287.1543822,245.0510604,99.80646324,109.1412433,157.4402742,136.1223497
eIF2Bepsilon,187.8799328,-0.650760161,0.210047634,-3.098155152,0.001947295,0.018690093,291.0373794,201.5201626,244.7438889,190.5952692,133.0752843,118.8426872,149.4686148,173.7561758
CG3817,133.9214045,-0.856720624,0.276894997,-3.094027103,0.001974594,0.018932994,145.5186897,243.7358489,119.7212886,186.3598188,88.71685621,72.76082888,97.65282832,116.9050768
Nplp2,117.2474021,1.269487727,0.410567824,3.092029263,0.001987933,0.019030729,83.63143087,40.62264148,100.2831458,54.45579121,116.4408738,84.88763369,303.9195167,153.7381832
Sas10,127.9028646,-1.188033612,0.384240539,-3.091900755,0.001988793,0.019030729,143.8460611,271.6141322,130.7656879,173.0484032,60.99283865,31.52969251,81.70950941,129.716592
CG11593,558.2589009,0.752271529,0.243409011,3.09056565,0.001997756,0.019078071,436.5560691,408.6159819,410.6307666,396.9222115,876.0789551,950.7414974,552.535646,433.9900796
26-29-p,1730.329021,0.407136196,0.131733838,3.090596933,0.001997546,0.019078071,1614.086616,1546.049943,1313.399967,1470.911427,2090.390925,2194.951671,1932.13096,1680.710659
Gdap2,1227.107356,0.741830917,0.24014161,3.089139429,0.002007372,0.019131444,981.8329984,903.2563811,919.1149111,853.7457932,2223.466209,1789.91639,1055.746649,1089.779517
Cyp4e2,93.71253418,1.334836939,0.432104047,3.0891563,0.002007258,0.019131444,43.48834405,66.90788008,43.07315733,51.43046947,277.2401757,133.3948529,57.29630233,76.86909158
CG5139,8.514905216,2.221433134,0.719222481,3.0886592,0.002010619,0.019143192,3.345257235,0.796522382,5.080423686,2.420257387,5.544803513,26.67897059,15.44509019,8.807916744
rempA,297.8055868,-0.715603389,0.231768541,-3.087577752,0.00201795,0.019193752,346.2341238,339.3185347,481.3149222,301.3220447,260.6057651,276.4911497,220.2170924,156.941062
Spg7,326.4357644,-0.617744426,0.200166765,-3.086148816,0.002027673,0.019247702,446.5918408,375.1620419,478.4433784,277.1194708,277.2401757,254.6629011,243.6338421,258.6324644
Rat1,286.6347424,-0.625286899,0.202609723,-3.086164332,0.002027567,0.019247702,316.1268087,433.3081758,321.1711321,335.8107124,177.4337124,184.3274332,240.6444698,284.2554949
CG31191,28.11611162,1.325635196,0.429759557,3.084597365,0.002038279,0.019329067,11.70840032,16.72697002,17.00837495,12.70635128,77.62724919,33.95505348,34.3777814,20.8187123
TSG101,1791.08748,0.493220138,0.159946442,3.083658075,0.002044725,0.01937086,1517.074156,1537.288197,1300.146688,1581.033138,2439.713546,2422.935602,1720.881985,1809.626531
Dyrk2,811.4033619,-0.950719887,0.308581036,-3.080940748,0.002063477,0.019529043,1381.591238,598.9848312,1256.852642,1055.232221,382.5914424,402.6099198,854.4622478,558.9023534
