Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,control_T4,rad21_T1,rad21_T2,rad21_T3,rad21_T4
CG4587,333.140714,-0.194974961,0.761948098,-0.255890082,0.798035713,0.913986573,500.1159566,169.6592674,629.751649,127.0635128,105.3512668,128.544131,575.4541669,429.1857613
CG44475,21.26065695,0.094216076,0.36741184,0.256431791,0.797617443,0.913986573,21.74417203,15.93044764,21.42613467,20.57218779,27.72401757,24.25360963,22.42029222,16.01439408
CG31627,9.000270378,0.139427782,0.545403528,0.25564151,0.798227663,0.913986573,11.70840032,9.558268583,8.393743481,7.260772161,5.544803513,7.276082888,13.45217533,8.807916744
CG4459,12.42728372,-0.147823746,0.579141923,-0.25524615,0.798532988,0.91406583,13.38102894,6.372179056,9.939959385,20.57218779,16.63441054,12.12680481,5.978744591,14.41295467
CG13314,3.242999335,-0.288481345,1.129820376,-0.255333813,0.798465286,0.91406583,6.690514469,0.796522382,3.755095768,1.81519304,5.544803513,4.850721925,2.49114358,0
tow,80.41122364,0.054242523,0.212725713,0.254988088,0.798732299,0.914073745,81.95880225,80.44876058,69.57971569,88.33939462,66.53764216,87.31299466,76.22899354,92.88348566
CG17778,1719.551347,-0.054739435,0.214641164,-0.255027664,0.798701733,0.914073745,2249.68549,1466.397705,1759.593699,1522.946961,2217.921405,1312.120281,1359.666166,1868.079069
roq,739.3843835,0.033707192,0.132296836,0.254784566,0.798889496,0.914143545,647.3072749,833.9589339,754.7742493,680.6973901,748.5484743,802.7944786,764.7810789,682.2131878
CG5913,196.5977399,0.055063707,0.216303067,0.254567387,0.799057251,0.914225406,234.1680064,166.4731778,219.5626584,148.8458293,205.15773,235.2600134,204.7720022,158.5425014
PIG-H,27.6773474,-0.089315661,0.351364337,-0.254196718,0.799343586,0.914442903,30.10731511,27.87828337,29.59899017,30.85828168,11.08960703,31.52969251,21.9220635,38.43454579
Mpi,93.60129774,-0.058046757,0.229313351,-0.253132914,0.800165506,0.914887058,98.68508842,93.98964107,100.5040338,101.6508103,55.44803513,82.46227273,117.581977,98.48852359
CG8281,129.7308961,-0.054668431,0.215603759,-0.25355973,0.799835711,0.914887058,137.1555466,135.4088049,107.1306734,136.139478,177.4337124,128.544131,103.1333442,112.9014783
CG5262,57.99066191,-0.083333364,0.329589743,-0.252839677,0.800392106,0.914887058,38.4704582,76.46614867,66.2663959,64.7418851,16.63441054,67.91010695,63.77327564,69.66261425
CG10321,663.5312944,-0.028900009,0.114069262,-0.253354921,0.79999396,0.914887058,700.8313907,666.6892337,693.1465011,622.6112128,615.47319,730.0336498,647.6973307,631.7678464
WDR79,234.5302553,0.052547371,0.207755572,0.252928817,0.80032322,0.914887058,287.6921222,191.1653717,243.8603369,189.3851405,304.9641932,232.8346524,234.1674965,192.172729
CG7227,11.16722626,-0.11986266,0.474099145,-0.252821929,0.800405822,0.914887058,13.38102894,11.94783573,10.16084737,13.31141563,5.544803513,12.12680481,12.4557179,10.40935615
Eato,390.3980647,0.038559235,0.152257064,0.253250874,0.800074356,0.914887058,312.7815514,387.9064,453.9248119,381.7956028,382.5914424,409.8860027,407.5510896,386.747617
meigo,208.9569882,-0.035077012,0.138889572,-0.252553247,0.800613462,0.915014328,222.4596061,198.3340731,213.1569068,212.3775857,205.15773,208.5810428,197.7968002,213.792161
CCT1,3604.258337,0.035666683,0.141546015,0.251979423,0.801056969,0.915086733,3831.992162,3814.545687,3210.165105,3365.367896,4092.064993,4118.262915,3297.277642,3104.390292
CG12259,87.12001057,-0.068261928,0.270550623,-0.252307415,0.800803458,0.915086733,78.61354501,111.5131335,68.69616375,100.4406816,77.62724919,77.6115508,68.7555628,113.702198
CG34450,12.44098648,-0.134153773,0.531990473,-0.252173263,0.800907144,0.915086733,6.690514469,15.93044764,15.68304703,9.681029548,22.17921405,9.701443851,12.4557179,7.206477336
mus201,112.6672455,-0.047462608,0.188363962,-0.25197287,0.801062034,0.915086733,125.4471463,117.0887901,114.8617529,95.60016678,127.5304808,113.9919652,105.1262591,101.6914024
TMEM216,100.0911592,-0.054409302,0.216656295,-0.251131878,0.80171215,0.915181931,105.3756029,121.8679244,105.8053455,81.68368681,77.62724919,97.01443851,97.65282832,113.702198
CG33191,2.559484392,-0.289779179,1.154531223,-0.250992934,0.801819572,0.915181931,6.690514469,3.186089528,0.883551945,2.420257387,0,0,2.49114358,4.804318224
CG6738,7.091783878,-0.187083841,0.745368207,-0.250995199,0.801817821,0.915181931,5.017885852,9.558268583,11.2652873,4.235450427,0,16.97752674,6.476973307,3.202878816
CG12182,47.43601704,-0.068882123,0.27436897,-0.251056536,0.801770399,0.915181931,35.12520096,56.55308912,43.73582129,58.08617729,49.90323162,38.8057754,46.8334993,50.44534135
5-HT1A,15.32794248,-0.150233608,0.597960392,-0.251243411,0.801625924,0.915181931,13.38102894,15.13392526,31.36609406,4.840514774,11.08960703,14.55216578,15.44509019,16.81511378
RpL11,10813.77975,0.046468112,0.184897058,0.251318827,0.80156762,0.915181931,12561.44092,10870.93747,7201.611018,11921.58282,12381.54625,10382.97028,10080.16338,11109.98589
CG31922,12.05498229,-0.126869137,0.505334524,-0.251059706,0.801767948,0.915181931,8.363143087,10.35479097,15.46215904,18.1519304,5.544803513,9.701443851,14.44863276,14.41295467
ddbt,3.597802359,0.214865589,0.857892232,0.250457552,0.802233527,0.915434487,3.345257235,2.389567146,5.301311672,3.63038608,0,2.425360963,4.484058443,7.206477336
Ugt307A1,2.127356054,0.322099762,1.285873496,0.250491019,0.802207649,0.915434487,5.017885852,1.593044764,1.767103891,0,0,4.850721925,2.989372296,0.800719704
CG13807,48.22974577,-0.062518905,0.250797219,-0.249280694,0.803143664,0.916363004,51.85148714,51.77395483,41.52694143,53.85072686,44.35842811,48.50721925,48.32818544,45.64102313
Trh,10.11167186,0.159109249,0.640793695,0.248300272,0.803902088,0.916788003,5.017885852,11.15131335,6.405751604,11.49622259,27.72401757,2.425360963,9.466345603,7.206477336
GstO1,129.9493457,-0.061832366,0.248980892,-0.248341813,0.80386995,0.916788003,189.0070338,106.7339992,128.3359201,116.1723546,105.3512668,121.2680481,161.426104,111.3000389
ORMDL,65.93962495,0.078541423,0.316276959,0.248331156,0.803878195,0.916788003,58.54200161,84.43137249,47.93269303,73.21278595,33.26882108,72.76082888,61.28213206,96.08636448
Uxt,26.39592288,-0.080689156,0.324609491,-0.248573002,0.803691094,0.916788003,26.76205788,25.48871622,25.40211843,33.27853907,22.17921405,21.82824866,27.40257938,28.82590934
SppL,232.0487904,-0.05756319,0.231966167,-0.248153386,0.804015731,0.916807569,177.2986334,269.2245651,178.6983809,323.1043612,210.7025335,225.5585695,229.1852093,242.6180703
CG42806,131.945009,-0.05534044,0.223167232,-0.247977448,0.804151856,0.916852764,120.4292604,140.1879392,130.7656879,159.7369875,83.1720527,111.5666043,151.9597584,157.7417817
CG8963,914.7675547,0.023431515,0.094552181,0.247815703,0.804277005,0.916885435,903.2194534,924.7624854,893.4919047,910.6218418,887.1685621,965.2936631,890.3347154,943.2478113
CG30486,6.671020441,0.165230614,0.667860098,0.247403034,0.804596326,0.917139431,3.345257235,5.575656674,6.62663959,6.050643467,16.63441054,4.850721925,5.480515875,4.804318224
CG18048,42.07602712,-0.070079622,0.284021961,-0.246740154,0.805109329,0.917225231,38.4704582,43.80873101,49.25802095,40.53931123,49.90323162,24.25360963,46.33527058,44.03958372
Droj2,2822.770916,-0.032046812,0.129891877,-0.246719137,0.805125595,0.917225231,3258.280547,2732.868292,2939.135546,2495.285366,2556.15442,3152.969251,2811.504644,2635.969265
siz,2638.61531,0.029168154,0.118361547,0.246432686,0.805347306,0.917225231,2557.449156,2492.318533,2513.263508,2881.316419,2650.416079,2866.776658,2838.907223,2308.474907
IntS3,524.9766485,0.028742136,0.116618019,0.246463938,0.805323117,0.917225231,516.8422428,551.9900107,511.1348004,504.0186008,537.8459408,482.6468316,572.4647946,522.8699667
Cdk4,113.6916834,-0.063459947,0.257379539,-0.246561741,0.805247417,0.917225231,88.64931672,133.0192378,105.3635695,144.6103789,94.26165973,77.6115508,139.5040405,126.5137132
Rpn8,623.4754308,0.030107122,0.121868438,0.247046095,0.804872551,0.917225231,615.5273312,640.4039951,638.1453925,574.206065,582.2043689,725.1829278,618.8000652,593.3333006
CG16952,461.8617352,-0.055297046,0.224101862,-0.246749603,0.805102015,0.917225231,346.2341238,593.4091746,398.2610394,554.8440059,349.3226213,412.3113636,476.8048811,563.7066716
CG4678,27.14851135,-0.095620484,0.388343361,-0.246226648,0.805506788,0.91729692,20.07154341,21.50610431,36.00474177,34.48866776,27.72401757,19.4028877,36.37069626,21.61943201
puf,1158.730935,-0.053681865,0.218185782,-0.24603741,0.805653273,0.917353793,1025.321342,1253.726229,1296.170704,1164.143803,643.1972076,1268.463783,1331.267129,1287.557284
MED16,136.8531186,-0.041974375,0.171087587,-0.24533852,0.806194328,0.917859806,148.8639469,138.5948945,137.1714395,124.0381911,166.3441054,121.2680481,132.0306097,126.5137132
ssx,945.6969971,-0.026099317,0.106434928,-0.245213834,0.806290866,0.917859806,978.4877411,956.6233807,906.9660719,963.26244,975.8854184,1018.651604,895.3170025,870.3823182
shv,115.9399383,0.050847448,0.207800387,0.244693713,0.806693597,0.918098282,118.7566318,125.8505363,118.1750727,92.57484505,105.3512668,147.9470187,119.5748918,99.28924329
cbt,443.6588243,-0.071085075,0.290403063,-0.244780733,0.806626213,0.918098282,394.7403537,457.2038472,320.2875802,652.8644301,332.6882108,388.057754,330.8238674,672.6045513
CG1971,3.124591338,0.235854498,0.965462255,0.244291785,0.807004845,0.91834252,1.672628617,2.389567146,4.417759727,2.420257387,0,9.701443851,1.992914864,2.402159112
Mlp84B,4.197888666,-0.200011869,0.820961819,-0.243631146,0.807516504,0.918484776,3.345257235,3.186089528,3.534207781,9.075965201,0,4.850721925,3.985829727,5.605037928
CG14260,2.281561469,0.291752497,1.196478787,0.243842599,0.807352727,0.918484776,1.672628617,0,2.208879863,3.63038608,5.544803513,0,1.992914864,3.202878816
RpS5a,13435.00505,0.045428757,0.186402323,0.243713469,0.807452741,0.918484776,15980.29381,13861.87901,9017.97293,14028.41688,15708.42835,13552.91706,12176.70982,13153.42258
phr6-4,50.06342767,-0.06679475,0.273812551,-0.243943345,0.807274698,0.918484776,46.83360128,58.14613388,48.15358102,59.29630598,27.72401757,46.08185829,51.81578646,62.45613691
slv,73.28068697,-0.054451842,0.2236294,-0.243491427,0.807624726,0.918497923,66.90514469,64.51831294,85.7045387,82.8938155,66.53764216,65.48474599,75.73076482,78.47053099
yki,549.5643048,0.035920333,0.147605419,0.243353753,0.807731366,0.918509268,595.4557878,516.9430259,475.3509466,568.1554216,659.8316181,579.6612701,512.6773487,488.4390194
Prosbeta5,652.0572598,0.033926709,0.139569253,0.243081542,0.80794223,0.918529202,694.1408762,670.6718456,597.281115,598.4086389,776.2724919,693.6532353,614.3160067,571.7138686
Hacl,336.656037,-0.042831295,0.176128421,-0.243182192,0.807864262,0.918529202,337.8709807,354.45246,295.5481257,390.2665036,282.7849792,303.1701203,314.3823197,414.7728067
CG13239,2.820371619,0.302806888,1.246439862,0.242937423,0.808053874,0.918546227,3.345257235,0,1.104439932,6.050643467,0,7.276082888,3.985829727,0.800719704
RpL23,7855.677021,0.052277724,0.215546916,0.242535244,0.808365451,0.918790492,9826.693127,7968.409909,4893.994225,8158.082587,9753.30938,7749.028276,6832.210381,7663.688287
CG9123,27.38595297,-0.087177854,0.359715679,-0.242352109,0.808507339,0.918795126,26.76205788,28.67480575,24.51856648,35.69879646,22.17921405,19.4028877,23.41674965,38.43454579
l(2)k14505,144.9706839,0.043471176,0.179425081,0.242280377,0.808562918,0.918795126,135.482918,137.0018497,155.5051424,151.871151,121.9856773,133.3948529,172.3871357,152.1367438
CG10778,139.7995403,-0.048832366,0.201774055,-0.242015092,0.808768469,0.918864166,150.5365756,118.6818349,170.9673014,122.8280624,149.7096949,147.9470187,136.0164394,121.709395
RpS13,9363.076134,0.044436421,0.183657733,0.241952358,0.808817079,0.918864166,11285.22528,9556.675539,6355.389143,9673.768775,10851.18048,9407.975174,8662.204455,9112.190231
CG1309,245.346881,0.038918395,0.1612145,0.241407532,0.809239276,0.918932638,222.4596061,265.2419532,231.4906097,233.5548378,293.8745862,274.0657888,226.6940657,215.3936004
CG11357,1033.184233,0.056230362,0.232714721,0.24162787,0.809068525,0.918932638,1169.167404,871.3954859,1148.838417,859.1913724,992.5198289,1515.850602,993.4680595,715.0426957
Drl-2,13.03950269,-0.190968373,0.791167551,-0.241375386,0.809264188,0.918932638,16.72628617,3.186089528,9.277295426,20.57218779,38.81362459,4.850721925,4.484058443,6.405757632
CG4646,66.44152283,0.058549792,0.242456325,0.241485933,0.809178518,0.918932638,70.25040193,50.97743244,60.96508423,78.05330073,60.99283865,82.46227273,63.77327564,64.05757632
Rpt3R,4.114535796,0.208809402,0.866953161,0.240854306,0.809668038,0.919128655,5.017885852,1.593044764,6.62663959,1.81519304,5.544803513,2.425360963,3.487601011,6.405757632
Membrin,36.43554344,-0.073873894,0.306972116,-0.240653435,0.809823732,0.919128655,38.4704582,41.41916386,35.12118983,29.64815299,55.44803513,26.67897059,35.87246755,28.82590934
CG43896,10.38093709,-0.189127129,0.785586995,-0.240746257,0.809751785,0.919128655,25.08942926,5.575656674,11.04439932,3.63038608,11.08960703,7.276082888,16.93977634,2.402159112
CG14340,7.925503693,-0.151304605,0.627772799,-0.241018096,0.809541092,0.919128655,6.690514469,7.168701438,13.03239119,7.865836507,5.544803513,2.425360963,9.466345603,11.21007586
Ttc7,261.1792113,-0.038321956,0.159469466,-0.240309052,0.810090678,0.919321823,274.3110932,259.6662965,236.7919213,298.2967229,232.8817476,232.8346524,257.5842461,297.0670102
PNUTS,2300.165689,-0.032020429,0.13361208,-0.239652199,0.810599895,0.91978985,1913.487138,2461.25416,2453.84464,2475.318242,2245.645423,2083.385067,2558.404456,2209.986383
Ravus,51.50386545,-0.065142807,0.272161186,-0.239353773,0.810831272,0.919942537,40.14308682,52.57047721,50.58334887,61.71656337,72.08244567,33.95505348,47.33172801,53.64822017
serp,11.42576049,-0.133288176,0.5577215,-0.238986979,0.81111568,0.920045504,15.05365756,6.372179056,12.81150321,12.70635128,16.63441054,7.276082888,14.94686148,5.605037928
Ide,662.8342878,0.037635523,0.157427115,0.23906633,0.811054149,0.920045504,677.41459,645.9796518,765.5977606,525.8009173,720.8244567,584.511992,717.9475796,664.5973543
Spn43Aa,2.20184514,0.278321243,1.166567518,0.238581341,0.811430235,0.920268069,3.345257235,0,3.534207781,1.81519304,0,2.425360963,2.49114358,4.00359852
edl,875.7400697,0.087927356,0.368692637,0.238484167,0.811505594,0.920268069,1346.466037,639.6074727,918.8940231,484.6565417,1269.760005,1147.195735,794.1765732,405.1641702
Cep97,94.84239772,0.050460654,0.211834244,0.238208202,0.811719616,0.92040093,102.0303457,78.85571581,96.08627405,92.57484505,121.9856773,70.33546792,91.17585501,105.6950009
CG6928,144.7611416,-0.073571644,0.309035116,-0.23806888,0.811827671,0.920413618,103.7029743,184.7931926,134.9625596,181.519304,60.99283865,133.3948529,156.9420455,201.7813654
ScsbetaG,144.6359346,-0.063546608,0.267304114,-0.237731499,0.812089352,0.920600456,127.1197749,125.8505363,182.2325887,162.7623093,116.4408738,106.7158824,210.2525181,125.7129935
zda,649.0122255,0.032101622,0.135835858,0.23632657,0.813179271,0.921726044,637.2715032,637.2179056,707.0624442,590.5428024,598.8387795,710.6307621,728.4103827,582.1232248
CG3065,221.5947371,0.039527455,0.16758015,0.235871942,0.813532041,0.922015918,214.096463,252.4975951,206.7511552,193.620591,255.0609616,220.7078476,193.8109705,236.2123127
CG33096,7.939611999,0.144294115,0.612533042,0.23556952,0.813766727,0.922061942,10.0357717,3.98261191,9.719071398,8.470900854,0,12.12680481,7.971659455,11.21007586
CG9304,223.6182079,-0.033965541,0.144110707,-0.235690611,0.813672756,0.922061942,222.4596061,244.5323713,231.9323856,210.5623927,205.15773,225.5585695,238.1533262,210.5892821
SerRS-m,89.94194685,0.051931988,0.221042508,0.234941183,0.814254384,0.922174632,75.26828778,93.98964107,81.06589098,108.3065181,77.62724919,80.03691177,99.14751447,104.0935615
CG2006,33.1347429,-0.084311233,0.358573621,-0.235129493,0.814108229,0.922174632,48.5062299,27.87828337,23.19323856,40.53931123,27.72401757,29.10433155,28.89726552,39.23526549
CG42697,2.873638544,-0.231559291,0.985482177,-0.234970552,0.81423159,0.922174632,0,3.186089528,4.417759727,4.840514774,0,4.850721925,2.49114358,3.202878816
CG16787,96.70215432,-0.049396637,0.210213546,-0.234983129,0.814221828,0.922174632,86.9766881,125.8505363,91.66851433,90.75965201,88.71685621,94.58907754,94.16522731,100.8906827
CG16896,171.5245559,-0.054795802,0.233467839,-0.234703858,0.814438593,0.92227333,222.4596061,119.4783573,195.2649799,159.1319232,199.6129265,150.3723797,183.3481675,142.5281073
RpL18,10120.9695,-0.043125895,0.184074595,-0.23428488,0.814763823,0.922421762,12282.11194,10420.1058,6892.588725,11493.80233,10768.00842,9667.488797,9278.513377,10165.13664
CG9536,220.479049,-0.037379928,0.159487717,-0.234374963,0.814693894,0.922421762,239.1858923,246.125416,191.0681082,227.5041944,188.5233195,220.7078476,221.7117786,229.0058353
CG4074,27.45459369,-0.104393956,0.447386375,-0.233341832,0.815495978,0.92314067,31.77994373,17.5234924,33.79586191,36.90892515,11.08960703,14.55216578,40.35652599,33.63022757
scyl,1135.270218,-0.055662027,0.238893684,-0.232999156,0.815762061,0.923331877,1217.673633,763.0684419,1478.62418,1178.060283,953.7062043,841.600254,1179.307371,1470.121377
form3,9.866720897,0.188870702,0.813468267,0.232179557,0.816398555,0.923548263,11.70840032,7.168701438,10.38173536,7.865836507,0,29.10433155,1.494686148,11.21007586
CG43373,181.677796,0.107512403,0.464168775,0.231623515,0.816830441,0.923548263,232.4953778,97.1757306,229.7235058,149.4508936,66.53764216,82.46227273,260.0753897,335.501556
Usp32,449.9998933,0.03841138,0.165973461,0.231430853,0.816980098,0.923548263,386.3772106,553.5830555,388.32108,436.8564583,526.7563338,443.8410562,429.4731531,434.7907993
IFT20,3.696279177,-0.210479987,0.907279865,-0.231990144,0.816545669,0.923548263,8.363143087,3.98261191,2.871543822,2.420257387,0,4.850721925,5.480515875,1.601439408
sbb,2312.281708,-0.03286522,0.142042222,-0.231376417,0.817022385,0.923548263,2127.583601,1969.799851,2602.944031,2656.837546,2184.652584,2233.757447,2551.927483,2170.751117
MED18,100.7769066,0.043490769,0.187005281,0.232564388,0.816099684,0.923548263,100.357717,111.5131335,92.77295426,96.81029548,99.80646324,89.73835562,107.1191739,108.09716
CG34434,17.32273493,0.101761228,0.439042893,0.231779695,0.816709129,0.923548263,21.74417203,10.35479097,15.24127106,18.1519304,27.72401757,12.12680481,20.42737735,12.81151526
Rpt3,803.9270507,-0.026524793,0.114307708,-0.232047279,0.816501292,0.923548263,786.1354501,839.5345906,810.8797978,786.5836507,887.1685621,846.450976,732.3962124,742.2671656
CG8097,80.5451276,-0.054028394,0.233116173,-0.231765963,0.816719795,0.923548263,71.92303054,95.58268583,74.21836341,93.1799094,66.53764216,63.05938503,90.17939758,89.68060685
Mob3,91.4440986,0.068035896,0.293354281,0.231923992,0.81659705,0.923548263,73.59565916,105.1409544,85.48365071,103.4660033,55.44803513,63.05938503,126.0518651,119.3072359
CG14937,44.2802823,-0.076910043,0.332364713,-0.231402553,0.817002082,0.923548263,50.17885852,28.67480575,40.64338948,61.11149902,55.44803513,31.52969251,49.82287159,36.83310638
CG6420,514.5110787,0.037563756,0.162628909,0.230978344,0.817331626,0.923787928,485.062299,597.3917865,479.7687063,453.79826,609.9283865,565.1091043,494.2428862,430.7872007
Dscam3,23.50894399,-0.092359329,0.400089572,-0.230846628,0.817433955,0.923793701,21.74417203,19.11653717,33.79586191,25.41270256,16.63441054,14.55216578,30.39195167,26.42375023
E(spl)m2-BFM,5.801443537,-0.181543997,0.788994152,-0.230095492,0.818017568,0.924013663,8.363143087,6.372179056,8.835519453,2.420257387,5.544803513,0,8.469888171,6.405757632
eIF4E5,2.687763069,0.256054988,1.112812178,0.230097219,0.818016226,0.924013663,1.672628617,4.779134292,3.313319795,0.605064347,0,4.850721925,5.480515875,0.800719704
LanB2,1975.347399,0.033589487,0.145866078,0.230276203,0.817877151,0.924013663,1839.891479,1976.17203,2037.249898,1946.492003,2018.308479,2355.025495,2070.638543,1559.001264
CG8067,65.56415475,-0.05194275,0.225624745,-0.230217435,0.817922814,0.924013663,68.57777331,62.92526817,61.4068602,68.97733553,72.08244567,75.18618984,55.30338747,60.0539778
MFS9,2.773497168,0.329136431,1.43141757,0.229937397,0.818140416,0.924042581,0,2.389567146,7.289303549,0.605064347,0,0,1.494686148,10.40935615
GstD2,2722.479835,-0.084441455,0.368417841,-0.229200233,0.818713291,0.924327125,3087.672428,2425.410653,4064.338948,1617.942063,4097.609796,3524.049479,1604.794694,1358.020618
Fancd2,44.34285752,0.073188637,0.319291614,0.229221921,0.818696436,0.924327125,53.52411575,32.65741766,41.08516546,52.64059817,33.26882108,31.52969251,58.79098848,51.24606105
cyr,5.922915476,0.220088247,0.96061202,0.229112527,0.818781457,0.924327125,3.345257235,1.593044764,4.19687174,9.075965201,22.17921405,0,2.989372296,4.00359852
spen,6721.880154,0.049175244,0.214478178,0.229278544,0.818652429,0.924327125,5116.57094,5709.472434,7800.880125,7815.011102,5056.860804,5927.582193,7842.618217,8506.045415
CG42788,1531.703817,0.037725299,0.1649457,0.228713444,0.819091645,0.924364365,1324.721865,1591.451719,1569.188255,1556.830564,1397.290485,2042.153931,1413.973096,1358.020618
CG31360,28.93259031,-0.074932037,0.327615155,-0.228719691,0.819086789,0.924364365,35.12520096,24.69219384,34.45852587,29.04308864,16.63441054,29.10433155,34.3777814,28.02518964
Trs20,34.10118058,0.066685678,0.291592703,0.228694605,0.819106288,0.924364365,28.43468649,29.47132813,37.33006969,38.11905384,27.72401757,41.23113636,36.86892498,33.63022757
Blos3,14.52872433,-0.101367686,0.445460755,-0.22755694,0.819990698,0.924780268,16.72628617,15.13392526,17.22926293,15.12660867,5.544803513,12.12680481,19.92914864,14.41295467
RpS24,9323.424759,-0.039899776,0.175392854,-0.227488039,0.820044269,0.924780268,11375.54723,9624.379941,6573.626473,10234.66342,9980.646324,9046.596391,8558.074653,9193.863641
gny,167.5193287,0.033248607,0.145983349,0.227756162,0.819835808,0.924780268,165.5902331,164.8801331,161.910894,173.0484032,160.7993019,169.7752674,170.3942208,173.7561758
rdo,6.169978402,0.203527966,0.894372042,0.227565215,0.819984265,0.924780268,5.017885852,7.965223819,4.417759727,3.025321734,11.08960703,14.55216578,2.49114358,0.800719704
CG10730,6.201164962,0.148139951,0.650279139,0.227809785,0.819794119,0.924780268,3.345257235,9.558268583,6.184863617,4.840514774,5.544803513,4.850721925,6.476973307,8.807916744
CG9259,3.763289198,-0.196510419,0.86389836,-0.227469374,0.820058781,0.924780268,3.345257235,7.168701438,2.208879863,3.025321734,5.544803513,2.425360963,3.985829727,2.402159112
Prp31,274.302654,0.029137304,0.128287141,0.227125679,0.820326017,0.924971854,275.9837219,262.0558637,277.4353108,270.463763,277.2401757,281.3418717,290.4673414,259.4331841
fl(2)d,675.251403,0.035088043,0.155026919,0.226335162,0.820940753,0.925542094,630.5809887,669.8753232,578.7265242,798.0798733,626.562797,635.4445722,667.6264793,795.114666
S6kII,209.6329737,-0.035382163,0.156402643,-0.226224837,0.821026554,0.925542094,230.8227492,207.8923417,215.3657867,193.620591,205.15773,230.4092915,215.2348053,178.560494
CG32473,193.9340066,0.046211489,0.204533493,0.22593605,0.821251159,0.925575675,158.8997186,232.5845355,165.2242138,210.5623927,149.7096949,247.3868182,189.3269121,197.7777669
gbb,253.2108981,-0.045626636,0.201919637,-0.225964334,0.82122916,0.925575675,244.2037781,313.0332961,211.6106909,254.1270256,255.0609616,315.2969251,232.1745816,200.179926
CG7715,10.1108873,-0.144909228,0.642576021,-0.225512971,0.821580235,0.925703054,8.363143087,3.186089528,17.89192689,13.31141563,5.544803513,12.12680481,12.4557179,8.00719704
CG7903,83.67007426,0.057878555,0.257167606,0.225061609,0.821931347,0.925703054,76.9409164,97.1757306,68.03349979,87.12926593,88.71685621,67.91010695,69.75202023,113.702198
Nelf-E,58.40319778,0.0571989,0.254068945,0.225131411,0.821877046,0.925703054,43.48834405,64.51831294,57.65176443,62.92669206,55.44803513,58.2086631,51.31755774,73.66621277
CG14104,12.09785917,0.123400862,0.548352534,0.225039285,0.821948713,0.925703054,10.0357717,13.54088049,13.25327918,13.91647997,0,9.701443851,21.9220635,14.41295467
ppk6,2.692717494,-0.236511594,1.049313364,-0.225396532,0.821670809,0.925703054,5.017885852,3.186089528,2.42976785,3.025321734,0,0,5.480515875,2.402159112
CG5045,249.8461569,-0.031572767,0.140153224,-0.225273209,0.82176674,0.925703054,275.9837219,245.3288936,249.8243125,251.1017039,221.7921405,237.6853743,272.0328789,245.0202294
CG13843,6.9989925,0.16084916,0.716077006,0.224625506,0.822270621,0.925786058,10.0357717,5.575656674,6.405751604,7.865836507,0,2.425360963,8.469888171,15.21367438
Prx2540-2,108.1039183,0.085735234,0.381725325,0.224599282,0.822291024,0.925786058,148.8639469,105.1409544,39.53894955,126.4584485,144.1648913,72.76082888,112.5996898,115.3036374
CG10151,13.04520774,0.122800824,0.546829302,0.224568844,0.822314705,0.925786058,8.363143087,8.761746201,12.14883925,21.78231648,5.544803513,16.97752674,9.964574318,20.8187123
CG7600,595.531482,-0.029781333,0.132800514,-0.224256155,0.82255799,0.925840351,610.5094453,545.6178316,686.5198615,561.4997138,582.2043689,620.8924064,613.3195493,543.688679
CG17687,22.56216549,-0.087470872,0.389971218,-0.224300841,0.822523222,0.925840351,18.39891479,19.91305955,31.80787003,25.41270256,11.08960703,21.82824866,22.42029222,29.62662905
CG8243,551.2278132,0.035804817,0.159749386,0.22413117,0.822655239,0.925840351,607.1641881,578.2752493,510.9139124,477.3957696,554.4803513,681.5264305,523.6383804,476.4282239
Wdr59,184.1845085,0.042348961,0.189239592,0.223784888,0.822924689,0.926033917,187.3344051,175.234924,188.8592283,184.5446258,127.5304808,215.8571257,165.9101624,228.2051156
Tep3,4.880866052,0.163063962,0.72919282,0.223622556,0.823051011,0.926066395,6.690514469,2.389567146,5.963975631,4.840514774,0,7.276082888,5.480515875,6.405757632
CG12020,7.733809903,-0.170731205,0.765701136,-0.222973687,0.823555986,0.926385664,8.363143087,2.389567146,9.05640744,8.470900854,22.17921405,2.425360963,4.982287159,4.00359852
CG32195,57.63165362,0.062695046,0.281292388,0.222882129,0.823627246,0.926385664,55.19674437,57.3496115,61.62774819,46.5899547,60.99283865,82.46227273,56.79807362,40.0359852
mute,275.3048315,0.035715199,0.160109935,0.223066725,0.823483576,0.926385664,220.7869775,300.288938,295.7690137,260.7827334,316.0538003,252.2375401,265.0576769,291.4619722
CG42807,2.929910898,-0.262338318,1.178211216,-0.22265814,0.823801583,0.926472084,0,3.98261191,5.080423686,2.420257387,5.544803513,2.425360963,3.985829727,0
CG9804,3.870878554,-0.189378802,0.851893952,-0.222303259,0.824077815,0.926651996,1.672628617,7.168701438,3.313319795,3.025321734,5.544803513,4.850721925,2.989372296,2.402159112
CG42564,9.196948231,0.141897592,0.638957385,0.222076769,0.824254122,0.926651996,11.70840032,3.98261191,12.59061522,5.445579121,16.63441054,4.850721925,11.95748918,6.405757632
CG34148,3.775488209,-0.204780481,0.921748904,-0.222165147,0.824185325,0.926651996,5.017885852,2.389567146,4.859535699,6.050643467,0,0,5.480515875,6.405757632
