Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,patr1_T1,patr1_T2,patr1_T3,esgTS_T1,esgTS_T2,esgTS_T3
CG6891,351.7134464523515,0.39471673388352274,0.1287452953492042,3.0658730698695202,0.002170354293464171,0.009023949280036064,430.54121939596865,362.13039330320504,406.8322065441156,296.43601001445484,286.1429074729525,328.1979419834124
CG43191,5.065517864803051,3.372824515376203,1.1007893079373698,3.064005519544983,0.0021839488069507126,0.0090763566011442115,9.105101316531059,13.026273140403058,5.650447313112717,0.8875329641151343,1.7237524546563405,0
rad50,606.8821681630302,-0.3222443261220715,0.10520331223207217,-3.0630625527380726,0.002190842587567718,0.009100881215596213,525.4944188397926,529.7351077097244,562.7845523860266,645.2364649117027,681.7440958165827,696.2983693143522
CG3168,14.102941881116282,1.5904227322598554,0.5193224631275409,3.0624955498396416,0.0021949973922390674,0.00911401091125352,19.510931392566555,19.105200605924484,24.861968177695953,7.987796677036209,5.171257363969022,7.9804970695054696
Mes2,757.8261029074231,-0.3288673277181615,0.10741681159271271,-3.0616001614822856,0.0022015732033607797,0.00913717660860644,685.4840562588383,657.3925844856743,672.4032302604132,817.4178599500387,776.5504808226814,937.7084056668926
RtcB,202.42089446569628,0.46015154849504036,0.15038629232710982,3.0597971488927374,0.0022148695041129354,0.00918820073018434,213.31951655872768,256.18337176126016,232.79842930024392,174.84399393068145,169.78961678364954,167.59043845961486
hob,524.2799054073427,0.32625461823797813,0.10664322488755189,3.0593093802441897,0.002218479175910713,0.009192854265418729,574.9221117009612,594.8664734117397,579.7358943253647,463.2922072681001,467.99879143919645,464.8639542986936
CG11905,12.3459924110656,2.090006113322135,0.6832086274954932,3.059103806964033,0.0022200021099080566,0.009192854265418729,35.1196765066198,19.105200605924484,5.650447313112717,1.7750659282302685,3.447504909312681,8.978059203193654
fus,1499.6260269670793,-0.3202548168602054,0.10468521110356134,-3.0592173764008437,0.0022191606430774164,0.009192854265418729,1277.3156418333572,1192.3382014515598,1533.5314007787913,1682.7624999622947,1679.796767062604,1632.0116507138684
CG10527,27.276440674297863,-1.2109009371766408,0.3957908894875869,-3.0594462109634235,0.0022174660333550977,0.009192854265418729,22.11238891157543,18.23678239656428,9.040715700980346,39.93898338518105,28.44191550182962,45.88785814965645
jar,801.7558213370696,0.34833534004917116,0.11388443058630286,3.058673940378521,0.002223189756934157,0.009196573680002634,998.9596872994076,870.1550457789243,826.0953971770791,765.0534150672457,630.0315221768925,720.2398605228686
Sk2,97.06717789466994,-0.61276268039665,0.20034241194581565,-3.05857693558355,0.0022239096693461866,0.009196573680002634,72.84081053224847,78.15763884241835,79.10626238357803,113.60421940673719,124.9720529625847,113.72208324045293
CG5850,121.27798122627135,-0.5737277041841581,0.18757939731397005,-3.058585923612142,0.0022238429565166647,0.009196573680002634,100.15611448184166,106.81543975130508,84.75670969669075,137.56760943784582,138.76207259983542,159.60994139010938
CG4594,52.186689162693256,-0.8526886204343439,0.2788581645498835,-3.0577861035939327,0.0022297867332689313,0.009216719914612067,36.420405266124234,40.81565583992958,33.9026838786763,52.364444882792924,69.8119744135818,79.80497069505469
CG7810,50.28243081742022,0.838275130060176,0.27417452438327605,3.057450840648959,0.0022322825311254127,0.009222877983487058,65.03643797522186,65.99978391137549,62.154920444239885,38.16391745695078,28.44191550182962,41.897609614903715
CG30184,6.197864120081561,2.849459551593395,0.9330392093505381,3.0539547781457355,0.0022584612200176944,0.009326834443748747,9.105101316531059,7.815763884241835,15.821252476715607,0,3.447504909312681,0.9975621336881837
Dscam4,540.927589186517,-0.3650755228419007,0.11957811986261499,-3.0530294610865365,0.002265436959405541,0.009351430006226926,401.92518668687103,503.68256142891823,510.80043710538956,588.4343552083341,635.2027795408615,605.5202151487275
CG5355,848.6206754155611,0.3165031889045349,0.10367351645932273,3.0528837037057373,0.002266537586575465,0.009351762643440084,1024.9742624894964,856.260354429161,944.7547907524462,741.9775580002523,744.6610604115391,779.0960264104715
CG12877,201.64591265878786,0.4582642445993815,0.15015074889888402,3.0520276985630637,0.0022730112513993854,0.009370039187423365,221.1238891157543,236.20975294597545,242.96923446384682,173.95646096656634,180.99400773891577,154.62213072166847
fipi,48.742833613607225,-0.8882422781874321,0.2910287769962217,-3.052077142869496,0.0022726368610936935,0.009370039187423365,37.72113402562867,31.26305553696734,33.9026838786763,76.32783491390155,47.40319250304937,65.83910082342013
Spps,214.0712008216375,0.55177737066866,0.18087648530656106,3.050575478252313,0.0022840326377499436,0.009411240999052353,189.9063988876478,246.6307714582979,326.595854697915,160.64346650483932,193.06027492151014,167.59043845961486
Naa15-16,942.170959923592,-0.3383812429788703,0.11093479768825687,-3.0502714209636137,0.002286346419256037,0.009416542664752626,851.9773374754062,713.8397680940876,933.4538961262208,1073.9148865793125,1052.350873567696,1027.4889976988293
MED19,148.57889507136616,-0.5374777317512184,0.17622542843655725,-3.0499442476584204,0.002288838504480918,0.00942257360084466,106.65975827936384,115.49962184490711,141.26118282781792,189.0445213565236,159.4471020557115,179.56118406387307
Wdr92,54.62794121301145,0.8314521258726055,0.27274090359168507,3.048505431064186,0.0022998275569567146,0.00946356330438921,54.63060789918636,79.02605705177855,75.7159939957104,31.951186708144835,46.541316275721194,39.902485347527346
CG7456,332.4052789059648,0.3917364442221937,0.12875557791975262,3.0424813476146633,0.002346363584089685,0.00965072289768247,411.0302880034021,376.8935028623285,344.6772860998757,283.12301555272785,303.3804320195159,275.3271488979387
Rac1,585.8808285206397,0.3229809534793002,0.10620964926034444,3.0409756150083793,0.0023581292802224148,0.009694766475820222,656.8680235497407,617.445346855105,680.3138564987711,535.182377361426,519.7113650788867,505.7640017799091
Sodh-2,2.315787439737841,4.785160421470705,1.5737496343870878,3.0406109821492238,0.0023609866105378007,0.009702162817306391,3.902186278513311,4.342091046801019,5.650447313112717,0,0,0
tant,88.75828769727134,0.6445590948614686,0.21212375222823218,3.038599346328564,0.002376807224495345,0.009761380389259285,102.75757200085053,105.94702154194488,116.39921465012196,76.32783491390155,73.25947932289448,57.85860375391465
exex,471.3225838420269,-0.3762756377292142,0.12383565042541435,-3.0385081875581808,0.0023775264407958096,0.009761380389259285,372.008425218269,402.0776309337744,456.5561428995075,534.2948443973108,579.1808247645305,483.8176348387691
PTP-ER,264.6313197780006,-0.4311446822535671,0.14192085133828858,-3.0379234494998366,0.0023821445948416734,0.009775963135858757,206.8158727612055,224.0518980149326,245.2294133890919,299.0986089068003,335.26985243065826,277.32227316531504
gskt,5.529546590718387,-3.2504724227278716,1.0710560105506142,-3.0348295427209746,0.002406716671760628,0.009872384092483866,1.300728759504437,1.7368364187204077,0,7.100263712921074,12.066267182594384,10.97318347057002
CG9586,147.4653246152192,0.5130159718965651,0.16915766052375225,3.032768189794928,0.0024232166675518135,0.0099356218283162,172.99692501409012,163.26262335971833,184.20458240747456,110.94162051439179,126.69580541724103,126.69039097839932
CG11899,25.108350035256112,1.1504140428104894,0.3793929008352956,3.0322497871669833,0.0024273824560412265,0.009948253177016525,39.02186278513311,32.13147374632754,32.77259441605376,15.975593354072418,13.790019637250724,16.958556272699123
CG5001,115.82660453602077,-0.5612724823681553,0.18515674863811935,-3.031336888860246,0.0024347342767670676,0.009973924865683858,96.25392820332834,97.26283944834283,87.01688862193583,138.45514240196096,135.31456769052272,140.6562608500339
Amy-p,44.08860239060268,1.0498786575109258,0.34637651248666057,3.0310330512128996,0.0024371856810119267,0.00997950796048117,71.54008177274403,43.42091046801019,63.28500990686243,21.300791138763223,18.099400773891578,46.88542028334463
shrb,512.6805490182169,-0.36251504669502654,0.11962782856677547,-3.0303571588501503,0.002442646977589509,0.009997405129705633,431.8419481554731,467.2089966357897,445.25524827328206,515.656652150893,569.7001862639206,646.4202626299431
ZnT49B,161.66169431724316,0.506527619781747,0.16718462727621666,3.0297499718373,0.002447562673368168,0.010013054256777941,183.40275509012562,214.49929771197034,170.64350885600405,142.00527425842148,132.72893900853822,126.69039097839932
CG5246,67.25594197112892,-2.2094614640744394,0.7301582908271027,-3.0260033910888335,0.0024780952355952525,0.010133442069552754,36.420405266124234,8.684182093602038,27.12214710294104,58.57717563159886,86.18762273281703,186.54411899969034
CG43110,13.589248289189708,-1.821226288793806,0.6020642504539976,-3.024969988536069,0.0024865779987559844,0.010159067331815895,6.5036437975221855,7.815763884241835,3.39026838786763,11.537928533496746,16.375648319235236,35.912236812774616
CG34325,159.10672453096734,-0.49897559943556913,0.16494671521339313,-3.0250714528630636,0.002485743946524542,0.010159067331815895,123.56923215292151,124.18380393850916,148.04171960355316,187.26945542829333,187.02714133021294,184.548994732314
mys,2882.3869326338104,0.31233447880879334,0.10332673560010351,3.0227847322845305,0.0025046033920194184,0.010228153183979523,3504.1632781049534,2744.2015415782444,3333.7639147365026,2599.584051893228,2407.2203029275797,2705.388506562354
CG34141,15.797270739159737,-1.5278575751370966,0.5057637906310661,-3.0208915771346825,0.0025203158995417614,0.010287736494656665,5.202915038017748,7.815763884241835,11.300894626225434,27.513521887569162,24.99441059251694,17.956118406387308
CG10232,2.3296881813333723,4.815290412053601,1.5952270382328333,3.0185611807256616,0.0025397811422002616,0.010362578331861147,3.902186278513311,7.815763884241835,2.2601789252450866,0,0,0
CG15262,7.561542533729742,2.400890590691729,0.7957326679407513,3.01720752134622,0.0025511509697888736,0.010404338118783094,13.007287595044371,13.894691349763262,11.300894626225434,0,5.171257363969022,1.9951242673763674
Pol32,102.80013946296238,0.5940739972886735,0.1969315686043124,3.0166519339635447,0.0025558309887526416,0.010418789908796897,118.36631711490377,131.1311496133908,120.91957250061213,85.2031645550529,72.39760309556631,88.78302989824834
CG8012,2.272175564194118,4.7639908953520544,1.5793084867953233,3.01650433413359,0.00255707562285794,0.010419230804605151,3.902186278513311,5.210509256161223,4.520357850490173,0,0,0
EndoGI,319.7945094074561,-0.40123324651477005,0.1331022651528495,-3.014473465601876,0.0025742572773316836,0.010484580505809362,292.66397088849834,270.9464813203836,263.3108447910526,355.0131856460537,331.82234752134553,405.0102262774026
Asx,724.1830752392344,-0.3629478008610481,0.12041757754684498,-3.0140765846236506,0.0025776272956150904,0.010493644336678131,548.9075365108724,657.3925844856743,692.744840587619,722.4518327897193,894.6275239666408,828.9741330948806
galectin,227.61120623805112,-0.5015449444151323,0.1664593348141357,-3.0130178339060696,0.0025866371648420655,0.010525650034297408,169.0947387355768,237.94658936469585,155.95234584191098,259.1596255216192,286.1429074729525,257.3710304915514
CG8187,73.86151236562498,0.7411539816056236,0.24603186536938615,3.012430851153664,0.0025916447320906955,0.010541348227066325,85.84809812729284,118.10487647298773,72.32572560784277,55.91457673925346,49.1269449577057,61.84885228866739
Ptx1,482.4048819976747,-0.3522488592356952,0.11696500043853812,-3.0115748977472303,0.002598962784138364,0.010565068610963988,405.82737296538437,425.5249225864999,439.60480096016937,489.91819619155416,580.9045772191868,552.6494220632537
Tat,74.74175771095625,-0.6887327218603145,0.228708496757366,-3.0113998020413844,0.002600462106644284,0.010565068610963988,55.931336658690796,54.71034718969285,61.02483098161734,82.5405656627075,90.49700386945788,103.7464619035711
CG17764,6.997594060289865,-2.531801548579502,0.8407544662147028,-3.0113447508382998,0.002600933666551671,0.010565068610963988,1.300728759504437,3.4736728374408155,1.1300894626225433,13.312994461727016,13.790019637250724,8.978059203193654
Eato,332.8757182215457,-0.38808153623452046,0.12889773550426264,-3.010770784423025,0.002605854831116723,0.010580370722620955,304.37052972403825,259.65704459870096,302.8639759828416,365.66358121543533,395.60118834363016,369.097989464628
zf30C,426.2152575162598,-0.3543542735395518,0.11770837832421548,-3.0104422351612032,0.002608675628744789,0.010587135088239143,344.69312126867584,380.3671756997693,396.6614013805127,488.1431302633239,489.5456971224007,457.8810193628763
CG40006,5.0105385983506086,3.313004697084115,1.100874093868673,3.0094310653106664,0.0026173746705209456,0.010617739371387625,13.007287595044371,8.684182093602038,5.650447313112717,0,1.7237524546563405,0.9975621336881837
KLHL18,72.47510847854757,0.7135645445615063,0.23743228389534174,3.0053391765209145,0.0026528484414364783,0.010756883905833538,111.86267331738159,84.23656630793978,74.58590453308786,54.13951081102319,55.1600785490029,54.865917352850104
msl-1,402.1636306072067,-0.35620592525360983,0.11854773635456456,-3.0047467476581176,0.002658020640587597,0.010773091614901453,352.49749382570246,370.8145753968071,334.5064809362728,457.0794765192942,467.1369152118683,430.94684175329536
s-cup,12.19018829558007,-1.8739699859922203,0.6239100104938183,-3.0035901884455938,0.002668144547850634,0.010809345653864169,0,5.210509256161223,10.170805163602889,19.525725210532954,23.270658137860597,14.963432005322755
Elp1,462.0570062486393,-0.3396766827520315,0.11317364825174696,-3.001376097697621,0.002687623896736839,0.010883452246149885,430.54121939596865,386.4461031652907,407.96229600673814,505.0062565815114,513.6782314875895,528.7079308547374
Pdcd4,1125.533983666828,-0.35925581785695687,0.1197943170815899,-2.998938736069373,0.0027092177736476875,0.010966052339426931,1110.8223606167892,798.9447526113876,1052.1132897015877,1221.2453586224249,1233.3448813066118,1336.7332591421662
Mbs,997.592840474825,-0.28943401046595846,0.09656603829936312,-2.9972650381357453,0.0027241376290912966,0.011021577133057814,851.9773374754062,908.3654469907732,932.3238066635982,1039.3011009788222,1146.2953823464666,1107.293968393884
CG11997,25.221110559168885,-1.1821707388501541,0.3945855854657356,-2.995980548693433,0.0027356388329142396,0.011063227534255734,11.706558835539933,18.23678239656428,15.821252476715607,39.93898338518105,26.718163047173277,38.90492321383916
CCT7,752.4079389321469,-0.30765787244469395,0.10278050114878601,-2.9933486313646744,0.0027593434732951228,0.01115105436349613,672.4767686637939,639.15580208911,706.3059141390896,827.1807225553052,789.478624232604,879.849801912978
CG42671,355.3181775726028,-0.4024651918227325,0.1344553744412048,-2.9932994013469063,0.0027597886508259942,0.01115105436349613,253.64210810336522,332.6041741849581,329.98612308578265,392.28957013888936,428.35248498210063,395.03460494052075
CG7054,20.33781956869649,-1.300697627189763,0.4348424581982097,-2.9911927933147675,0.00277889988100535,0.011219913709137145,11.706558835539933,12.157854931042854,11.300894626225434,22.188324102878358,32.75129663847047,31.921988278021878
mfrn,369.97949004211387,-0.37251988519497103,0.12455183305110494,-2.990882398672705,0.0027817259883146524,0.011219913709137145,300.46834344552497,339.5515198598397,326.595854697915,432.22855352407043,436.9712472553823,384.0614214699507
mRpL54,119.27700375638729,0.5517700435369358,0.18448220061070533,2.990912086425519,0.002781455571272883,0.011219913709137145,140.4787060264792,151.10476842867547,133.3505565894601,87.8657634473983,99.11576614273959,103.7464619035711
CG44245,20.876518504905878,-1.2917732358440799,0.43190240996365353,-2.9908914746569444,0.002781643315285276,0.011219913709137145,15.608745114053244,7.815763884241835,13.56107355147052,30.176120779914566,30.16566795648596,27.931739743269144
ovo,8.33083769961243,2.169443945236678,0.725642164084913,2.9896883789443285,0.002792621888433686,0.01125890829954267,11.706558835539933,19.973618815284688,9.040715700980346,3.550131856460537,1.7237524546563405,3.9902485347527348
Arts,359.2347053977446,-0.38060219146261526,0.12733924351052092,-2.988883716991529,0.0027999867155648708,0.011283638772878565,338.1894774711536,277.8938269952652,322.07549684742486,404.71503163650124,389.56805475233296,422.9663446837899
Svil,1269.2975470883448,0.2971376870746575,0.09942828480609359,2.9884623641465757,0.0028038503025723358,0.011294244101047088,1260.4061679597994,1403.3638263260896,1533.5314007787913,1104.091007359227,1140.2622487551694,1174.1306313509922
CG14777,33.66218454579706,-0.987560589541047,0.3305065613847755,-2.9880211315724217,0.0028079013944950224,0.011305595074541224,24.713846430584304,21.710455234005096,21.471699789828325,48.814313026332385,41.370058911752174,43.89273388228008
CG14074,57.04037993022615,0.7897441072652185,0.2643912484575624,2.9870281708359223,0.0028170376290395666,0.011337401660682506,55.931336658690796,83.36814809857957,76.84608345833294,36.38885152872051,44.81756382106485,44.89029601596827
Acp53C14b,11.892688165291007,1.862763629481673,0.6239308938591811,2.9855287625845497,0.0028308851421662445,0.011388132945756968,20.811660152070992,26.052546280806116,9.040715700980346,8.875329641151342,2.585628681984511,3.9902485347527348
nAChRalpha4,21.265206798449935,1.2515296219857968,0.4193228907974268,2.9846441714778833,0.002839083745456679,0.011416105165941593,27.31530394959318,29.52621911824693,32.77259441605376,11.537928533496746,9.480638500609873,16.958556272699123
MED11,78.1049021563102,0.6788900418742482,0.22747894780704292,2.9844082207119706,0.002841274253548588,0.011418513345434044,85.84809812729284,102.47334870450406,99.44787271078381,49.701845990447524,60.33133591297192,70.82691149186104
Frq1,5.3468090028068875,2.957595380259484,0.9910478455132344,2.984311396921339,0.0028421735879450793,0.011418513345434044,13.007287595044371,8.684182093602038,6.78053677573526,0.8875329641151343,1.7237524546563405,0.9975621336881837
Dcp-1,78.82857827898074,-0.6704946034886616,0.2247449622854761,-2.983357654250707,0.0028510461944254648,0.011449142142134324,62.434980456212976,57.315601817773455,63.28500990686243,99.40369198089505,107.73452841602129,82.79765709611924
Slimp,105.5470747830086,0.5822914238755186,0.19519341183600655,2.9831510110840003,0.0028529719125081443,0.011451859235496789,130.07287595044372,122.44696751978874,127.70010927634739,93.19096123208911,87.0494989601452,72.82203575923741
CG11089,314.93744035645693,-0.3811081631364711,0.1277948990566567,-2.982186033634334,0.0028619803165984047,0.011482991484715176,271.85231073642734,261.3938810174214,288.17281296874853,346.1378560049024,374.9161588877541,347.1516225234879
CG7747,101.08471851264952,0.5985895947000653,0.20073311644292907,2.9820171444917105,0.002863559623769983,0.011484302113177256,109.26121579837272,139.81533170699282,115.26912518749941,77.21536787801668,80.15448914151983,84.7927813634956
CG18528,71.72931090769525,0.7254139638746249,0.24336070731891526,2.9808179466046525,0.0028747964002627,0.011518769637076669,75.44226805125734,83.36814809857957,109.6186778743867,54.13951081102319,62.91696459495643,44.89029601596827
Mesh1,37.02797588089661,0.9276302339063557,0.31120577844172187,2.980761599451049,0.0028753253756046986,0.011518769637076669,44.22477782315086,50.36825614289182,50.85402581801445,27.513521887569162,23.270658137860597,25.936615475892776
Ctf4,157.3078178188358,0.5302266489210185,0.17788674364185245,2.9806979320985723,0.0028759231783669825,0.011518769637076669,191.20712764715225,180.6309875469224,186.46476133271963,158.86840057660905,118.9389193712875,107.73671043832384
scu,337.0585712465307,-0.43254430945012184,0.14520181667581422,-2.9789180283869636,0.002892681524907674,0.011580831537272296,321.28000359759596,239.68342578341625,301.7338865202191,408.2651634929618,334.40797620333007,416.98097188166076
CG34417,33.47014702581952,1.0896031182527257,0.3658233281242101,2.9784954498111356,0.0028966733047010662,0.01159175070165839,46.826235342159734,43.42091046801019,46.33366796752428,31.951186708144835,10.342514727938044,21.94636694114004
y,4.462389041620039,3.7769038031850104,1.268980132477542,2.9763301304103376,0.0029172064388499415,0.011668825755399766,9.105101316531059,11.28943672168265,4.520357850490173,0,0.8618762273281703,0.9975621336881837
CG1598,195.7834325170386,0.45743920944370814,0.15380533119613257,2.974144042252876,0.00293807119333357,0.011742038666295628,243.23627802732972,225.78873443365302,211.3267295104156,158.86840057660905,181.85588396624394,153.6245685879803
Hs3st-A,2.2715427126821615,4.7351243489748445,1.5920303234928825,2.9742676876820267,0.0029368874562949853,0.011742038666295628,6.5036437975221855,2.6052546280806115,4.520357850490173,0,0,0
CG14646,150.42356587838376,0.5028037389089359,0.169109009381384,2.9732522279459697,0.0029466220078432992,0.011771080857475977,166.49328121656794,168.47313261587956,194.37538757107745,118.04188422731286,134.45269146319455,120.70501817627023
CG33494,4.435059079405451,3.7863924596952354,1.2738730678941657,2.9723467393454714,0.0029553271614441265,0.01179557658516315,6.5036437975221855,10.421018512322446,7.910626238357803,1.7750659282302685,0,0
CG31908,406.6207369311314,-0.3500575379485123,0.11776887147789264,-2.9724114153053125,0.002954704604682826,0.01179557658516315,349.8960363066936,349.10412016280196,374.0596121280618,457.9670094834093,475.75567748515,432.9419660206717
Bap111,449.6057492039475,-0.36549584432167637,0.12301364823199497,-2.971181243502162,0.0029665665042358483,0.011835283599144585,374.60988273727787,394.26186704953255,410.22247493198324,541.395108110232,535.2251371707938,441.92002522386537
mRpL52,94.85544240354399,0.6288957101896594,0.21168631409356645,2.97088507059405,0.002969428825992793,0.011841550011614582,91.0510131653106,125.05222214786936,128.83019873896993,69.22757120098048,80.15448914151983,74.81716002661378
CG33774,27.11339388894018,1.0948451567053237,0.36859577185703585,2.9703139327652734,0.0029749556239464163,0.01185428330910122,36.420405266124234,33.86831016504795,40.683220654411556,14.200527425842148,21.54690568320426,15.960994139010939
Ge-1,878.7458444124748,0.3129584259242092,0.10536299436477041,2.970287887232362,0.0029752078854975903,0.01185428330910122,937.8254356026991,970.0231398553477,1013.6902479724214,752.6279535696339,873.0806182834365,725.2276711913096
CG16719,9.054163970405998,-2.2915832417875777,0.7715989254407493,-2.969915024802024,0.0029788213495924062,0.011863524818880616,0,4.342091046801019,4.520357850490173,23.963390031108627,15.513772091907065,5.985372802129102
Idh3a,900.4130598313067,-0.3117670138939548,0.1050207515433523,-2.968622956057005,0.002991373975928075,0.011908344164701951,835.0678636018486,712.1029316753671,865.6485283688681,972.7361286701872,989.4339089727395,1027.4889976988293
TfIIFalpha,340.01264307929716,0.41215506537283336,0.13885675520643623,2.9682032016381825,0.0029954623216715535,0.01191944382165139,351.196765066198,355.1830476283234,458.8163218247526,279.5728836962673,311.99919429279765,283.30764596744416
grn,3.450324794371807,4.316368600067087,1.4543878646531911,2.9678249557564587,0.002999150746064688,0.011926840329418313,9.105101316531059,6.078927465521427,4.520357850490173,0,0,0.9975621336881837
CG9119,48.714803795317145,0.8576417123022924,0.28898759018874093,2.9677458182275482,0.002999922971164772,0.011926840329418313,62.434980456212976,60.78927465521427,65.54518883210751,44.376648205756716,36.198801547783155,22.943929074828226
RhoGAP93B,247.8487835756864,-0.4337346257623189,0.1461909629853727,-2.9669044987802473,0.0030081437997857797,0.011954339989785881,196.41004268517,223.1834798055724,212.45681897303814,272.47261998334625,323.20358524806386,259.36615475892773
CG7213,35.72052132042238,-0.9960395469729705,0.33576640592838725,-2.9664657612751384,0.003012439006466646,0.011961039762358688,22.11238891157543,24.315709862085708,24.861968177695953,49.701845990447524,34.47504909312681,58.856165887602835
CG32461,14.649736557162583,-1.523094130822106,0.513429898629438,-2.9665084462122087,0.003012020878655211,0.011961039762358688,9.105101316531059,6.947345674881631,6.78053677573526,21.300791138763223,19.823153228547916,23.941491208516407
CG3702,465.11088125078174,-0.33195100479529344,0.11200631833788778,-2.9636810647940575,0.00303983166814343,0.012064578672527691,414.9324742819154,395.13028525889274,426.0437274086988,505.0062565815114,518.8494888515585,530.7030551221137
mRpS18C,75.74953816766842,0.686340513388224,0.23165846594982592,2.9627257979722446,0.0030492807006058595,0.012096843558266776,80.6451830892751,100.73651228578365,98.31778324816126,47.039247098102116,62.91696459495643,64.84153868973193
CG33766,2.243102829868513,4.722149285071338,1.5939660229721204,2.962515647771704,0.003051362995091027,0.01209986848572428,5.202915038017748,2.6052546280806115,5.650447313112717,0,0,0
CG4887,419.9118211723138,0.38435285793403556,0.12977367052775682,2.961716782541245,0.003059290472492713,0.012126059252837525,440.94704947200415,452.4458870766662,533.4022263578404,326.6121307943694,405.9437030715682,360.1199302614343
aux,802.3208026206762,0.31609915845455466,0.10674307705610618,2.9613082850179313,0.003063351419944586,0.012136908305121851,829.8649485638308,884.9181553380478,954.9255959160491,696.7133768303804,779.1361095046659,668.3666295710831
clos,43.20718528821627,-0.8949505238446772,0.3023297471417966,-2.960180175141461,0.00307459171052763,0.0121709226261301,26.014575190088742,39.947237630569376,23.73187871507341,56.80210970336859,56.88383100365924,55.86347948653829
CG12539,27.11026931203031,-1.1244787496570179,0.3798581912156828,-2.9602593169263547,0.003073801930512136,0.0121709226261301,11.706558835539933,15.63152776848367,23.73187871507341,38.16391745695078,40.50818268442401,32.91955041171006
CG14696,462.27628160154393,-0.3476388562197957,0.11750030955446118,-2.9586207690684057,0.0030901912931921784,0.01222739481052477,429.24049063646424,368.20932076872646,424.9136379460763,537.8449762537714,494.71695448636973,518.7323095178555
ave,28.44049717427651,1.0713195102860185,0.3621949009386505,2.9578536514722535,0.0030978916390968572,0.012252575732200167,48.12696410166417,33.86831016504795,33.9026838786763,20.41325817464809,16.375648319235236,17.956118406387308
Pkcdelta,10.689350799083225,2.171638262168762,0.7347734495128135,2.955520866477486,0.003121415816986848,0.01234029332045512,2.601457519008874,18.23678239656428,31.642504953431214,6.2127307488059405,3.447504909312681,1.9951242673763674
CG34276,2.3284224783094594,4.762552116338539,1.6116176565242324,2.955137713376702,0.0031252951286790047,0.012350304198159101,9.105101316531059,2.6052546280806115,2.2601789252450866,0,0,0
nolo,7.9438641515015345,2.2367576863426333,0.7572308810293343,2.9538648546690527,0.0031382140221656576,0.012396012992337247,15.608745114053244,15.63152776848367,7.910626238357803,2.662598892345403,0.8618762273281703,4.987810668440918
CG13654,43.25217863671956,-1.0164304151330352,0.34412059446164706,-2.9537041127200494,0.0031398489318199625,0.012397129632612152,23.413117671079867,31.26305553696734,30.51241549080867,37.27638449283564,48.265068730377536,88.78302989824834
Mapmodulin,1186.9831991819572,-0.280039461244823,0.09485027821786873,-2.9524368985147236,0.0031527650072041336,0.012442767794252043,1056.1917527176029,1016.0493049514386,1144.7806256366364,1254.9716112587998,1290.228712310271,1359.6771882169944
Cyp28a5,4.712706946123416,3.223228475642894,1.0918137343789394,2.9521779898440057,0.003155409883838712,0.012447847596830168,7.804372557026622,8.684182093602038,9.040715700980346,0.8875329641151343,0.8618762273281703,0.9975621336881837
mms4,24.63107167961569,1.1931131500576897,0.4043592967370167,2.9506262368283203,0.0031713042187743296,0.012505168635579808,29.91676146860205,43.42091046801019,29.382326028186124,21.300791138763223,13.790019637250724,9.975621336881836
Topors,255.21539179235546,0.4143656574145509,0.1404487947337219,2.9502969975652005,0.003174685928896532,0.012513121494464062,260.14575190088743,302.20953685735094,311.90469168382197,230.75857066993493,219.77843796868342,206.49536167345403
AdoR,55.12728115720485,-0.8153884680420638,0.27641587877026147,-2.949861171759096,0.0031791674747418688,0.01252540069120475,45.5255065826553,26.92096449016632,48.59384689276936,73.66523602155615,67.22634573159728,68.83178722448467
Dscam3,9.784580148032141,1.8688141734127242,0.6337487934299749,2.948824822684599,0.003189847297575745,0.012562079048184892,14.308016354548807,18.23678239656428,13.56107355147052,4.437664820575671,5.171257363969022,2.992686401064551
Cpr73D,22.669195428722738,-1.2000804776993566,0.40702829128928975,-2.9483957341098335,0.0031942787207246822,0.01257412937381017,14.308016354548807,16.499945977843872,10.170805163602889,31.951186708144835,30.16566795648596,32.91955041171006
CG31510,529.5111389135983,-0.4135477543408247,0.14031701945403194,-2.947238730910355,0.0032062556752920288,0.012615859240805717,357.7004088637202,518.4456709880417,483.67829000244853,555.595635536074,686.0534769532236,575.593351138082
mrva,267.83520689280067,-0.40619770644084685,0.1378368009519964,-2.946946705345482,0.003209285098616384,0.012622361983747322,234.13117671079866,244.89393503957749,211.3267295104156,317.7368011532181,282.69540256363985,316.22719637915424
CG3632,301.0816431490151,-0.3787347216092874,0.12857533461478435,-2.9456250123243954,0.0032230287611457508,0.012670980995790842,262.7472094198963,263.99913564550195,258.7904869405624,354.1256526819386,345.61236715859627,321.2150070475951
Nup205,738.896502300706,-0.31947018582466924,0.10847125206539132,-2.9452060314753106,0.003227396727858948,0.012682714616807044,611.3425169670854,640.0242202984703,720.9970771531827,875.1075026175224,818.7824159617618,767.1252808062133
Prp3,187.41912776045712,-0.47330397143237274,0.16075654037232912,-2.944228398646492,0.003237609747925566,0.01271195125009918,144.3808923049925,171.94680545332037,153.69216691666588,210.34531249528683,245.63472478852853,198.51486460394855
CG7149,41.72757096265267,-0.9141969572054968,0.310497170500557,-2.944300444772835,0.0032368561009975786,0.01271195125009918,32.51821898761093,28.657800908886728,25.992057640318496,61.23977452394427,62.05508836762826,39.902485347527346
