Geneid
lncRNA:CR44712
lncRNA:CR43270
lncRNA:CR45222
lncRNA:CR44263
asRNA:CR45835
lncRNA:CR46063
lncRNA:CR45188
asRNA:CR43866
lncRNA:CR45708
lncRNA:CR45438
lncRNA:CR44525
lncRNA:CR45180
lncRNA:CR44197
asRNA:CR46107
lncRNA:CR44171
lncRNA:CR43414
lncRNA:CR43639
lncRNA:CR45436
lncRNA:CR46271
snmRNA:641
asRNA:CR45892
lncRNA:CR45953
lncRNA:CR44830
lncRNA:CR45358
lncRNA:CR45539
lncRNA:CR45317
lncRNA:CR44714
lncRNA:CR44738
asRNA:CR44238
lncRNA:CR46114
lncRNA:CR43097
lncRNA:CR44539
lncRNA:CR44408
lncRNA:CR45414
lncRNA:CR44180
lncRNA:CR44395
lncRNA:CR45115
lncRNA:CR43825
lncRNA:CR43960
lncRNA:CR43250
lncRNA:CR44312
sisRNA:CR46364
lncRNA:CR45373
lncRNA:CR45811
lncRNA:CR44421
lncRNA:CR45685
lncRNA:CR44584
lncRNA:CR45878
asRNA:CR44975
lncRNA:CR44723
asRNA:CR43787
lncRNA:CR44311
lncRNA:CR45325
lncRNA:CR44791
lncRNA:CR46102
lncRNA:CR45054
asRNA:CR44018
lncRNA:CR44066
lncRNA:CR43357
lncRNA:CR44685
lncRNA:CR45211
asRNA:CR43468
lncRNA:CR44851
lncRNA:CR44950
lncRNA:CR43753
lncRNA:CR46198
lncRNA:CR45388
lncRNA:CR42767
lncRNA:CR44636
lncRNA:CR43417
asRNA:CR45343
lncRNA:CR46090
lncRNA:CR45963
asRNA:CR43876
lncRNA:CR45747
lncRNA:CR45221
lncRNA:CR45381
asRNA:CR45469
lncRNA:CR45030
asRNA:CR44509
lncRNA:CR43416
asRNA:CR44807
asRNA:CR43463
lncRNA:CR43409
lncRNA:CR44644
lncRNA:CR45756
asRNA:CR46054
lncRNA:CR45982
lncRNA:CR43837
lncRNA:CR45757
lncRNA:CR43840
lncRNA:CR44077
lncRNA:CR44871
lncRNA:CR45761
lncRNA:CR45183
Uhg1
lncRNA:CR44232
lncRNA:CR42491
lncRNA:CR44058
lncRNA:CR44399
asRNA:CR45326
lncRNA:CR45173
lncRNA:CR45823
asRNA:CR46044
lncRNA:CR44457
lncRNA:CR46352
lncRNA:CR44279
lncRNA:CR44800
lncRNA:CR44283
lncRNA:CR44810
lncRNA:CR46130
lncRNA:CR44070
lncRNA:CR44478
lncRNA:CR45595
lncRNA:CR44530
lncRNA:CR44189
asRNA:CR44989
lncRNA:CR45166
lncRNA:CR43682
lncRNA:CR45020
lncRNA:CR45618
lncRNA:CR45503
asRNA:CR43723
asRNA:CR45870
lncRNA:CR46011
lncRNA:CR44127
lncRNA:CR44366
asRNA:CR46065
lncRNA:CR44570
lncRNA:CR43978
asRNA:CR45648
lncRNA:CR44400
lncRNA:CR43966
lncRNA:CR44942
lncRNA:CR45097
asRNA:CR43472
asRNA:CR45257
lncRNA:CR44915
lncRNA:CR45980
lncRNA:CR45649
lncRNA:CR44979
asRNA:CR45535
lncRNA:TS2
lncRNA:CR45199
lncRNA:CR45755
lncRNA:CR44615
asRNA:CR44297
asRNA:CR44304
lncRNA:CR45407
lncRNA:CR45331
lncRNA:CR43654
lncRNA:CR44640
lncRNA:CR46409
lncRNA:CR44344
asRNA:CR45886
asRNA:CR44071
asRNA:CR43728
lncRNA:CR43905
lncRNA:CR42858
Su(Ste):CR42425
lncRNA:CR46001
lncRNA:CR45301
lncRNA:CR44710
lncRNA:CR44725
lncRNA:CR43888
lncRNA:CR44493
lncRNA:CR44571
lncRNA:CR44756
snmRNA:357
lncRNA:CR44540
lncRNA:CR45223
lncRNA:CR43452
lncRNA:CR45442
lncRNA:CR44739
lncRNA:CR44767
lncRNA:CR44313
lncRNA:CR43832
lncRNA:CR45707
asRNA:CR44224
lncRNA:CR45462
lncRNA:CR44298
lncRNA:CR30055
lncRNA:CR43943
lncRNA:CR42646
lncRNA:CR45345
asRNA:CR44704
Su(Ste):CR42429
sisRNA:CR46357
lncRNA:CR44349
lncRNA:CR45036
lncRNA:CR44461
lncRNA:CR45555
lncRNA:CR43053
lncRNA:CR43652
lncRNA:CR45096
lncRNA:CR44699
asRNA:CR45376
lncRNA:CR45914
lncRNA:CR42765
asRNA:CR44372
lncRNA:CR45945
asRNA:CR44030
asRNA:CR44116
lncRNA:CR44149
lncRNA:CR45339
snmRNA:430q
asRNA:CR43257
lncRNA:CR44523
asRNA:CR44093
lncRNA:CR46214
asRNA:CR44806
asRNA:CR45926
lncRNA:CR40341
lncRNA:CR31781
lncRNA:CR46217
lncRNA:CR45427
asRNA:CR45789
lncRNA:CR44318
lncRNA:CR46079
lncRNA:CR44711
lncRNA:CR43802
lncRNA:CR45554
lncRNA:CR46017
lncRNA:CR44986
lncRNA:CR44865
lncRNA:CR43608
lncRNA:CR44753
asRNA:CR45104
lncRNA:CR44664
asRNA:CR44065
lncRNA:CR44748
lncRNA:CR45403
asRNA:CR44169
lncRNA:CR44334
lncRNA:CR43498
lncRNA:CR45312
lncRNA:CR45652
lncRNA:CR46322
lncRNA:CR45236
lncRNA:CR44234
asRNA:CR46138
asRNA:CR43981
lncRNA:CR46148
lncRNA:CR45267
lncRNA:CR32652
asRNA:CR45869
hpRNA:CR33940
asRNA:CR46135
lncRNA:CR45336
lncRNA:CR44332
lncRNA:CR45533
lncRNA:CR44861
lncRNA:CR44913
snmRNA:128
lncRNA:CR43763
lncRNA:CR46032
lncRNA:CR44717
snmRNA:430b
asRNA:Eig63F-2
lncRNA:CR43495
lncRNA:CR44112
lncRNA:CR43967
lncRNA:CR45114
asRNA:CR44416
lncRNA:CR46234
asRNA:CR44108
asRNA:CR43470
lncRNA:CR44857
asRNA:CR42738
lncRNA:CR43640
lncRNA:CR44419
lncRNA:CR45736
lncRNA:CR43132
lncRNA:CR45529
lncRNA:CR44931
lncRNA:CR45517
asRNA:CR45108
lncRNA:CR43126
lncRNA:CR45788
lncRNA:CR45660
lncRNA:CR45733
lncRNA:CR45247
lncRNA:CR45530
lncRNA:CR45627
lncRNA:CR44241
lncRNA:CR46241
lncRNA:CR45670
lncRNA:CR44997
lncRNA:CR44145
Su(Ste):CR42418
lncRNA:CR45754
snmRNA:430h
lncRNA:CR44397
lncRNA:CR43719
lncRNA:CR45906
lncRNA:CR45250
lncRNA:CR45013
lncRNA:CR45356
lncRNA:CR44773
lncRNA:CR46040
lncRNA:CR44612
lncRNA:CR44702
lncRNA:CR45240
lncRNA:CR44213
asRNA:CR43889
lncRNA:CR45905
lncRNA:CR46215
lncRNA:CR44834
lncRNA:CR45981
lncRNA:CR44593
lncRNA:CR43754
lncRNA:CR44175
lncRNA:CR44713
lncRNA:CR46250
lncRNA:CR45820
lncRNA:CR30009
asRNA:CR43959
lncRNA:CR46211
lncRNA:CR45711
snmRNA:430f
asRNA:CR45928
asRNA:CR45016
lncRNA:CR44514
lncRNA:CR44396
asRNA:CR45137
lncRNA:CR31451
lncRNA:CR44752
lncRNA:CR43961
lncRNA:CR44076
lncRNA:CR44930
lncRNA:CR45032
lncRNA:CR44735
asRNA:CR44168
lncRNA:CR43835
lncRNA:CR45903
asRNA:CR46050
lncRNA:CR45942
lncRNA:CR44854
lncRNA:CR45699
asRNA:CR45829
lncRNA:CR43404
lncRNA:CR45295
lncRNA:CR43148
lncRNA:CR44832
lncRNA:CR43988
lncRNA:CR46254
asRNA:CR44063
lncRNA:CR43306
lncRNA:CR46077
asRNA:CR43891
lncRNA:CR44233
lncRNA:CR40947
lncRNA:CR46253
lncRNA:CR45605
lncRNA:CR44307
lncRNA:CR45165
lncRNA:CR44917
asRNA:CR45195
lncRNA:CR44781
lncRNA:CR45978
lncRNA:CR44452
asRNA:CR44192
lncRNA:CR45277
lncRNA:CR44117
lncRNA:CR46106
lncRNA:CR45450
lncRNA:CR45883
lncRNA:CR43621
lncRNA:CR45562
lncRNA:CR45956
lncRNA:CR45805
lncRNA:CR45266
lncRNA:CR46028
lncRNA:CR44511
lncRNA:CR45521
asRNA:CR45806
asRNA:CR44267
lncRNA:CR44991
asRNA:CR45895
lncRNA:CR44442
lncRNA:CR44595
lncRNA:CR46348
lncRNA:CR43486
lncRNA:CR45446
lncRNA:CR45439
lncRNA:CR45412
lncRNA:CR45791
lncRNA:CR43314
Su(Ste):CR45795
lncRNA:CR45897
lncRNA:CR46041
asRNA:CR44115
asRNA:CR44237
lncRNA:CR44299
lncRNA:CR45984
lncRNA:CR32111
lncRNA:CR44292
lncRNA:CR45138
lncRNA:CR44695
lncRNA:CR43634
lncRNA:CR43721
lncRNA:CR9284
lncRNA:CR44909
lncRNA:CR46013
lncRNA:CR44330
lncRNA:CR42736
lncRNA:CR45703
lncRNA:CR44023
lncRNA:CR45731
lncRNA:CR45452
lncRNA:CR43461
lncRNA:CR45291
asRNA:CR46097
lncRNA:CR14310
Su(Ste):CR42408
lncRNA:CR43827
lncRNA:CR44455
lncRNA:CR44561
asRNA:CR44382
lncRNA:CR44575
lncRNA:CR43234
lncRNA:CR45717
lncRNA:CR44231
snmRNA:430o
lncRNA:CR45586
lncRNA:CR44602
snoRNA:Or-CD16
lncRNA:CR45899
snmRNA:430m
lncRNA:CR44965
asRNA:CR43957
lncRNA:CR43769
lncRNA:CR45204
lncRNA:CR45297
lncRNA:CR44597
lncRNA:iab8
lncRNA:CR45921
lncRNA:CR45561
lncRNA:CR45241
lncRNA:CR44474
lncRNA:CR43808
lncRNA:CR45379
asRNA:CR46104
lncRNA:CR45328
lncRNA:CR45191
lncRNA:CR43762
lncRNA:CR43493
lncRNA:CR34046
lncRNA:CR44082
lncRNA:CR45286
asRNA:CR45024
lncRNA:CR44742
lncRNA:CR43940
asRNA:CR46261
lncRNA:CR45536
lncRNA:CR44803
lncRNA:CR43992
lncRNA:CR40629
lncRNA:CR45387
lncRNA:CR44506
Su(Ste):CR42422
Uhg5
lncRNA:CR44577
lncRNA:CR45287
lncRNA:CR43882
lncRNA:CR45404
lncRNA:CR44301
lncRNA:CR44651
lncRNA:TS3
lncRNA:CR46115
lncRNA:CR45976
lncRNA:CR44626
lncRNA:CR45285
lncRNA:CR44786
lncRNA:CR45362
lncRNA:CR43847
lncRNA:CR43487
asRNA:CR44703
lncRNA:CR44802
lncRNA:CR45640
lncRNA:CR45940
lncRNA:CR43761
asRNA:CR43466
lncRNA:CR44762
lncRNA:CR45591
RNaseMRP:RNA
lncRNA:CR45541
lncRNA:CR43681
lncRNA:CR44392
lncRNA:CR40719
lncRNA:CR45597
snmRNA:765
lncRNA:CR45568
lncRNA:CR45514
lncRNA:CR46209
Su(Ste):CR42409
lncRNA:CR46084
lncRNA:CR44565
asRNA:CR45367
lncRNA:CR45398
snmRNA:430c
lncRNA:CR45251
lncRNA:CR45657
asRNA:CR17025
lncRNA:CR44853
lncRNA:CR43289
lncRNA:osk
asRNA:CR46074
lncRNA:CR44716
lncRNA:CR44504
lncRNA:CR44285
lncRNA:CR45127
lncRNA:CR44755
lncRNA:CR44943
lncRNA:CR46260
lncRNA:CR44051
lncRNA:CR44039
asRNA:CR46069
lncRNA:CR46008
lncRNA:CR45724
asRNA:CR45868
lncRNA:CR44507
lncRNA:CR44715
lncRNA:CR46147
lncRNA:CR44607
lncRNA:CR43485
lncRNA:CR45681
snmRNA:763
lncRNA:CR45224
lncRNA:CR43304
lncRNA:CR44178
lncRNA:CR44932
lncRNA:CR43793
lncRNA:CR43496
lncRNA:CR44733
lncRNA:CR44845
asRNA:CR45130
lncRNA:CR44156
lncRNA:CR45959
asRNA:CR44847
asRNA:CR46020
lncRNA:CR44576
lncRNA:CR44798
lncRNA:CR44949
lncRNA:CR45658
lncRNA:CR44681
asRNA:CR45629
lncRNA:CR43911
lncRNA:CR44721
lncRNA:CR44694
asRNA:CR45185
lncRNA:CR42790
lncRNA:CR45922
lncRNA:CR43457
lncRNA:CR45505
lncRNA:CR44700
asRNA:CR43243
lncRNA:CR45656
lncRNA:CR44502
asRNA:CR45272
lncRNA:CR46408
lncRNA:CR45355
lncRNA:CR44309
lncRNA:CR45732
asRNA:CR44375
lncRNA:CR44111
lncRNA:CR43930
lncRNA:CR44948
lncRNA:CR46219
lncRNA:CR44912
lncRNA:CR45351
asRNA:CR45968
lncRNA:CR45327
lncRNA:CR42844
lncRNA:CR44572
asRNA:CR46038
lncRNA:CR44643
lncRNA:CR44522
lncRNA:CR44613
lncRNA:CR45573
lncRNA:CR45322
lncRNA:CR45695
lncRNA:CR44811
lncRNA:CR46057
asRNA:CR45518
lncRNA:CR44470
lncRNA:CR45309
lncRNA:CR43893
lncRNA:CR42874
sisRNA:4
lncRNA:CR45440
lncRNA:CR44410
asRNA:CR45712
lncRNA:CR43278
lncRNA:CR46237
lncRNA:CR46035
lncRNA:CR44496
lncRNA:CR45119
lncRNA:CR43300
lncRNA:CR45378
lncRNA:CR46196
lncRNA:CR45949
lncRNA:CR45430
lncRNA:CR45352
asRNA:CR43933
lncRNA:CR45473
lncRNA:CR45400
Su(Ste):CR42420
lncRNA:CR43949
lncRNA:CR46203
lncRNA:CRG
asRNA:CR43833
lncRNA:CR32835
asRNA:CR43877
lncRNA:CR44078
lncRNA:CR45578
asRNA:CR45815
asRNA:CR44998
Su(Ste):CR42438
lncRNA:CR45607
lncRNA:CR44754
lncRNA:CR45619
lncRNA:CR45993
lncRNA:CR45337
lncRNA:CR44273
lncRNA:CR42651
lncRNA:CR45996
lncRNA:CR44563
asRNA:CR43152
lncRNA:CR45534
lncRNA:CR43990
lncRNA:CR45453
asRNA:CR45129
lncRNA:CR44173
asRNA:CR45028
lncRNA:CR43846
asRNA:CR45208
lncRNA:CR45655
asRNA:CR45143
asRNA:CR46048
lncRNA:CR45422
lncRNA:CR44957
lncRNA:CR45311
lncRNA:CR44118
lncRNA:CR44650
lncRNA:CR44092
asRNA:CR45126
lncRNA:TS27
lncRNA:CR46414
lncRNA:CR44899
lncRNA:CR43285
lncRNA:CR43927
lncRNA:CR44591
lncRNA:CR46076
lncRNA:CR44109
lncRNA:CR45937
lncRNA:CR44026
lncRNA:CR44055
asRNA:CR45366
lncRNA:CR44934
lncRNA:CR45226
lncRNA:CR45262
lncRNA:CR45633
lncRNA:CR45877
lncRNA:CR45484
lncRNA:CR44380
lncRNA:CR44688
lncRNA:CR45168
lncRNA:CR44935
lncRNA:CR44677
lncRNA:CR44603
lncRNA:CR45677
lncRNA:CR44074
lncRNA:CR46016
Uhg8
asRNA:CR44358
lncRNA:CR44548
lncRNA:CR44446
lncRNA:CR43611
lncRNA:CR45377
lncRNA:CR45997
lncRNA:CR45187
lncRNA:CR46221
lncRNA:CR44944
Su(Ste):CR42406
lncRNA:CR45434
lncRNA:CR44208
lncRNA:CR45628
asRNA:CR45175
lncRNA:CR44680
asRNA:CR43872
asRNA:CR44228
lncRNA:CR31647
lncRNA:CR45975
asRNA:CR44841
asRNA:CR45042
lncRNA:CR45014
asRNA:CR45999
lncRNA:CR34052
lncRNA:CR43491
lncRNA:CR44611
lncRNA:CR44726
asRNA:CR44381
lncRNA:CR44846
lncRNA:CR45587
lncRNA:CR45158
lncRNA:CR44833
lncRNA:CR45022
asRNA:CR45891
lncRNA:CR44260
snmRNA:CR43701
lncRNA:CR45405
lncRNA:CR45435
asRNA:CR44960
lncRNA:CR44859
lncRNA:CR45256
lncRNA:CR44973
lncRNA:CR45464
lncRNA:CR43792
lncRNA:CR43642
lncRNA:CR44921
lncRNA:CR45644
lncRNA:CR44202
asRNA:CR42871
lncRNA:CR46142
lncRNA:CR44347
lncRNA:CR44444
lncRNA:CR44017
lncRNA:CR44794
lncRNA:CR44825
Su(Ste):CR42433
asRNA:CR44427
lncRNA:CR44458
lncRNA:CR43412
asRNA:CR45701
lncRNA:CR45654
asRNA:CR44124
lncRNA:CR44870
asRNA:CR45167
lncRNA:CR31044
lncRNA:CR44980
asRNA:CR46047
lncRNA:CR44619
lncRNA:CR44556
lncRNA:TS4
lncRNA:CR44460
lncRNA:CR45674
lncRNA:CR42755
lncRNA:CR44084
lncRNA:CR45508
asRNA:CR44911
lncRNA:CR44216
lncRNA:CR44665
lncRNA:CR45249
lncRNA:CR45571
lncRNA:CR44191
asRNA:CR45822
asRNA:CR44907
lncRNA:CR46030
lncRNA:CR45045
asRNA:CR45663
lncRNA:CR43199
lncRNA:CR44874
lncRNA:CR46073
lncRNA:CR44331
asRNA:CR44995
asRNA:CR42254
lncRNA:CR43685
lncRNA:CR43301
lncRNA:CR46031
lncRNA:CR44692
lncRNA:CR45693
lncRNA:CR45174
lncRNA:CR34335
lncRNA:CR44469
lncRNA:CR43849
lncRNA:CR44466
lncRNA:CR44816
lncRNA:CR44269
lncRNA:CR44852
asRNA:CR45873
lncRNA:CR44938
lncRNA:CR45826
asRNA:CR46255
lncRNA:CR43453
lncRNA:CR45967
lncRNA:CR43238
lncRNA:CR44779
lncRNA:CR43801
lncRNA:CR44129
lncRNA:CR45744
lncRNA:CR46299
asRNA:CR46099
lncRNA:CR45038
lncRNA:CR44985
lncRNA:CR45005
lncRNA:CR45583
lncRNA:CR45270
lncRNA:CR45507
lncRNA:CR44683
lncRNA:CR43399
lncRNA:CR44590
asRNA:CR44984
lncRNA:CR44817
lncRNA:CR43260
lncRNA:CR43651
lncRNA:CR45321
lncRNA:CR43279
lncRNA:CR45641
sbRNA:1
lncRNA:CR46206
lncRNA:CR44472
lncRNA:CR44289
lncRNA:CR45919
lncRNA:CR44993
lncRNA:CR43415
asRNA:CR43842
lncRNA:CR45395
lncRNA:CR44041
asRNA:CR43481
asRNA:CR45827
lncRNA:CR45319
lncRNA:CR44324
lncRNA:CR44766
asRNA:CR44961
lncRNA:CR44719
Su(Ste):CR42444
lncRNA:CR43766
asRNA:CR45397
lncRNA:CR44305
lncRNA:CR45752
lncRNA:CR45229
lncRNA:CR44353
lncRNA:CR44610
lncRNA:CR45354
lncRNA:CR46118
lncRNA:CR43856
lncRNA:CR46228
asRNA:CR45134
lncRNA:CR45888
lncRNA:CR34047
lncRNA:TS18
asRNA:CR43971
lncRNA:CR46100
lncRNA:CR44886
lncRNA:CR45003
asRNA:CR43614
lncRNA:CR45570
lncRNA:CR45304
lncRNA:CR44778
lncRNA:CR44473
lncRNA:CR45471
sisRNA:CR46363
lncRNA:CR46224
asRNA:CR45929
asRNA:CR44064
lncRNA:CR45793
lncRNA:CR46112
lncRNA:CR44775
lncRNA:CR44902
asRNA:CR45714
lncRNA:CR43705
lncRNA:CR42721
asRNA:CR44052
lncRNA:CR34044
lncRNA:CR45284
lncRNA:CR43970
Su(Ste):CR42416
asRNA:CR43812
asRNA:CR44892
lncRNA:CR46233
lncRNA:CR43803
lncRNA:CR45112
lncRNA:CR44809
lncRNA:CR45231
lncRNA:CR45117
lncRNA:CR45212
asRNA:CR44165
asRNA:CR45213
lncRNA:CR45726
lncRNA:CR44675
lncRNA:CR45419
lncRNA:CR44352
lncRNA:CR45243
lncRNA:CR45383
lncRNA:CR45176
lncRNA:iab4
lncRNA:CR45572
asRNA:CR45952
asRNA:CR45943
asRNA:CR44872
lncRNA:CR43684
lncRNA:CR44016
asRNA:CR30267
lncRNA:CR44671
lncRNA:CR44553
lncRNA:CR45575
lncRNA:CR44583
lncRNA:CR45531
lncRNA:CR45985
lncRNA:CR44541
lncRNA:CR44032
lncRNA:CR45193
lncRNA:acal
asRNA:CR45008
lncRNA:CR45512
asRNA:CR45481
lncRNA:CR44799
lncRNA:CR44925
lncRNA:CR44515
asRNA:CR45056
Su(Ste):CR45796
lncRNA:CR44751
lncRNA:CR44863
asRNA:CR43735
lncRNA:CR44441
lncRNA:CR45719
asRNA:CR45198
lncRNA:CR46391
lncRNA:CR44951
asRNA:CR45682
lncRNA:CR45289
lncRNA:TS16
lncRNA:CR44795
lncRNA:CR45634
lncRNA:CR45225
lncRNA:CR45461
lncRNA:CR45318
asRNA:CR46133
lncRNA:CR32636
asRNA:CR45834
lncRNA:CR45606
lncRNA:CR44827
lncRNA:CR44648
hpRNA:CR46340
lncRNA:CR43751
lncRNA:CR44978
lncRNA:CR44059
asRNA:CR43425
lncRNA:CR44761
asRNA:CR44181
asRNA:CR46264
lncRNA:CR46007
lncRNA:CR45692
lncRNA:CR43881
snmRNA:430p
lncRNA:CR45306
asRNA:CR44987
7SLRNA:CR42652
lncRNA:CR45118
lncRNA:CR43928
lncRNA:CR43256
lncRNA:CR43858
lncRNA:CR34006
lncRNA:CR46010
lncRNA:CR44219
lncRNA:CR45178
asRNA:CR45778
asRNA:CR44850
lncRNA:CR43942
snmRNA:400
asRNA:CR45814
lncRNA:CR46005
lncRNA:CR45220
asRNA:CR45305
lncRNA:CR45255
lncRNA:CR44720
lncRNA:CR46238
asRNA:CR43159
asRNA:CR44054
lncRNA:CR45550
lncRNA:CR45615
lncRNA:CR44489
lncRNA:CR45432
lncRNA:CR43622
lncRNA:CR45314
asRNA:CR43683
lncRNA:CR44673
lncRNA:CR44678
lncRNA:CR44377
lncRNA:CR45269
lncRNA:CR45722
lncRNA:CR45290
lncRNA:CR44357
lncRNA:CR46126
lncRNA:CR43150
lncRNA:CR46019
lncRNA:CR45380
lncRNA:CR46086
lncRNA:CR45957
asRNA:CR45164
lncRNA:CR45237
lncRNA:CR45474
asRNA:CR45275
lncRNA:CR43785
asRNA:CR44972
lncRNA:CR45824
lncRNA:CR45035
lncRNA:CR45294
lncRNA:CR46062
lncRNA:CR44166
lncRNA:CR43863
lncRNA:CR45515
lncRNA:CR45478
lncRNA:CR45819
lncRNA:CR44417
lncRNA:CR46009
lncRNA:CR45743
asRNA:CR44029
lncRNA:CR45642
lncRNA:CR43810
lncRNA:CR44103
asRNA:CR45135
lncRNA:CR45500
asRNA:CR45802
lncRNA:CR46060
asRNA:CR43964
lncRNA:CR44682
lncRNA:CR44554
lncRNA:CR45584
lncRNA:CR44061
lncRNA:CR44858
asRNA:CR43903
lncRNA:CR44480
lncRNA:CR33938
lncRNA:CR44310
lncRNA:CR44294
asRNA:CR43875
snmRNA:254
lncRNA:CR46061
lncRNA:CR44415
lncRNA:CR44450
lncRNA:CR45552
lncRNA:CR43434
lncRNA:CR45259
lncRNA:CR45159
lncRNA:CR43974
lncRNA:CR43358
lncRNA:CR46199
lncRNA:CR45741
Su(Ste):CR42407
lncRNA:CR46075
asRNA:CR43730
lncRNA:CR43913
lncRNA:CR45347
lncRNA:CR44745
lncRNA:CR43410
asRNA:CR45960
lncRNA:CR44498
lncRNA:CR43700
asRNA:CR44374
lncRNA:CR44922
lncRNA:CR43794
lncRNA:CR45335
lncRNA:CR44126
lncRNA:CR46337
asRNA:CR44067
lncRNA:CR44133
asRNA:CR43636
lncRNA:CR43838
lncRNA:CR43356
lncRNA:CR43431
asRNA:CR44107
asRNA:CR44182
lncRNA:CR44686
asRNA:CR45466
lncRNA:CR43937
lncRNA:CR44517
lncRNA:CR44669
lncRNA:CR44967
lncRNA:CR45762
asRNA:CR44179
lncRNA:CR44691
lncRNA:CR45179
lncRNA:CR45261
lncRNA:CR43958
asRNA:CR44275
lncRNA:CR46141
asRNA:CR46140
lncRNA:CR44500
lncRNA:CR46046
lncRNA:CR46023
lncRNA:CR45349
asRNA:CR43460
lncRNA:CR44527
lncRNA:CR44722
lncRNA:CR43239
lncRNA:CR43617
lncRNA:CR43363
lncRNA:CR44354
lncRNA:CR45585
asRNA:CR44147
asRNA:CR43160
lncRNA:CR32730
lncRNA:let7C
asRNA:CR44020
lncRNA:CR43939
